섹터,기업,구분,항목,21-Dec,22-Dec,23-Dec,24-Dec,2025/12(E),2026/12(E),2024/12(E),2027/12(E)
반도체,GST,연결,  전년동기대비(%),82,3,-11,24,0,10,,
반도체,GST,연결,  컨센서스대비(%),4,2,,,,,,
반도체,GST,연결,영업이익(억원),464,569,425,590,590,700,,
반도체,GST,연결,  전년동기대비(%),156,23,-25,39,0,19,,
반도체,GST,연결,  컨센서스대비(%),-4,3,,,,,,
건설,GS건설,연결,매출액(억원),90366,122992,134367,128638,126143,130029,,
건설,GS건설,연결,  전년동기대비(%),-11,36,9,-4,-2,3,,
건설,GS건설,연결,  컨센서스대비(%),0,7,-1,1,,,,
건설,GS건설,연결,영업이익(억원),6465,5548,-3879,2862,4429,5956,,
건설,GS건설,연결,  전년동기대비(%),-14,-14,적전,흑전,55,34,,
건설,GS건설,연결,  컨센서스대비(%),-6,-3,적지,-9,,,,
종합상사,GS글로벌,연결,매출액(억원),38490,50709,39165,40665,,,,
종합상사,GS글로벌,연결,  전년동기대비(%),37,32,-23,4,,,,
종합상사,GS글로벌,연결,  컨센서스대비(%),,,,2,,,,
종합상사,GS글로벌,연결,영업이익(억원),388,705,765,779,,,,
종합상사,GS글로벌,연결,  전년동기대비(%),20,81,9,2,,,,
종합상사,GS글로벌,연결,  컨센서스대비(%),,,,-9,,,,
유통,GS리테일,연결,매출액(억원),,110319,111341,116269,121162,125796,,127250
유통,GS리테일,연결,  전년동기대비(%),,14,1,4,4,4,,1
유통,GS리테일,연결,  컨센서스대비(%),,-1,-5,0,,,,
유통,GS리테일,연결,영업이익(억원),,3602,2918,2391,2994,3578,,4060
유통,GS리테일,연결,  전년동기대비(%),,64,-19,-18,25,20,,13
유통,GS리테일,연결,  컨센서스대비(%),,66,-19,-13,,,,
내수,GS피앤엘,연결,매출액(억원),,,,383,,,,
내수,GS피앤엘,연결,  전년동기대비(%),,,,,,,,
내수,GS피앤엘,연결,  컨센서스대비(%),,,,,,,,
내수,GS피앤엘,연결,영업이익(억원),,,,0,,,,
내수,GS피앤엘,연결,  전년동기대비(%),,,,,,,,
내수,GS피앤엘,연결,  컨센서스대비(%),,,,,,,,
#N/A,HANATOURIST,연결,매출액(억원),15,52,140,,,,,
#N/A,HANATOURIST,연결,  전년동기대비(%),-55,251,170,,,,,
#N/A,HANATOURIST,연결,  컨센서스대비(%),,,,,,,,
#N/A,HANATOURIST,연결,영업이익(억원),-19,-12,15,,,,,
#N/A,HANATOURIST,연결,  전년동기대비(%),적지,적지,흑전,,,,,
#N/A,HANATOURIST,연결,  컨센서스대비(%),,,,,,,,
디스플레이,HB솔루션,연결,매출액(억원),468,1876,962,1315,,,,
디스플레이,HB솔루션,연결,  전년동기대비(%),122,301,-49,37,,,,
디스플레이,HB솔루션,연결,  컨센서스대비(%),,-3,,,,,,
디스플레이,HB솔루션,연결,영업이익(억원),7,271,68,193,,,,
디스플레이,HB솔루션,연결,  전년동기대비(%),흑전,3961,-75,185,,,,
디스플레이,HB솔루션,연결,  컨센서스대비(%),,-4,,,,,,
금융,HB인베스트먼트,연결,영업수익(억원),114,159,205,,,,,
금융,HB인베스트먼트,연결,  전년동기대비(%),6,39,29,,,,,
금융,HB인베스트먼트,연결,  컨센서스대비(%),,,,,,,,
금융,HB인베스트먼트,연결,영업이익(억원),78,93,106,,,,,
금융,HB인베스트먼트,연결,  전년동기대비(%),26,20,14,,,,,
금융,HB인베스트먼트,연결,  컨센서스대비(%),,,,,,,,
유리기판,HB테크놀러지,연결,매출액(억원),1589,1481,1116,1624,,,,
유리기판,HB테크놀러지,연결,  전년동기대비(%),-42,-7,-25,45,,,,
유리기판,HB테크놀러지,연결,  컨센서스대비(%),,,,,,,,
유리기판,HB테크놀러지,연결,영업이익(억원),-225,69,-221,-165,,,,
유리기판,HB테크놀러지,연결,  전년동기대비(%),적전,흑전,적전,적지,,,,
유리기판,HB테크놀러지,연결,  컨센서스대비(%),,,,,,,,
지주사,HDC,연결,매출액(억원),47796,50449,59083,62003,,,,
지주사,HDC,연결,  전년동기대비(%),21,6,17,5,,,,
지주사,HDC,연결,  컨센서스대비(%),,,,,,,,
지주사,HDC,연결,영업이익(억원),3687,1585,3126,3447,,,,
지주사,HDC,연결,  전년동기대비(%),-32,-57,97,10,,,,
지주사,HDC,연결,  컨센서스대비(%),,,,,,,,
건설,HDC랩스,연결,매출액(억원),2746,6107,6063,6288,,,,
건설,HDC랩스,연결,  전년동기대비(%),5,122,-1,4,,,,
건설,HDC랩스,연결,  컨센서스대비(%),,,-1,1,,,,
건설,HDC랩스,연결,영업이익(억원),97,123,105,64,,,,
건설,HDC랩스,연결,  전년동기대비(%),-37,27,-15,-39,,,,
건설,HDC랩스,연결,  컨센서스대비(%),,,-30,56,,,,
자동차,HDC현대EP,연결,매출액(억원),8598,10384,10081,,,,,
자동차,HDC현대EP,연결,  전년동기대비(%),25,21,-3,,,,,
자동차,HDC현대EP,연결,  컨센서스대비(%),,,,,,,,
자동차,HDC현대EP,연결,영업이익(억원),284,226,330,,,,,
자동차,HDC현대EP,연결,  전년동기대비(%),-18,-20,46,,,,,
자동차,HDC현대EP,연결,  컨센서스대비(%),,,,,,,,
건설,HDC현대산업개발,연결,매출액(억원),33639,32983,41908,42562,43761,47866,,
건설,HDC현대산업개발,연결,  전년동기대비(%),-8,-2,27,2,3,9,,
건설,HDC현대산업개발,연결,  컨센서스대비(%),3,,3,0,,,,
건설,HDC현대산업개발,연결,영업이익(억원),2734,1164,1953,1846,3307,4505,,
건설,HDC현대산업개발,연결,  전년동기대비(%),-53,-57,68,-5,79,36,,
건설,HDC현대산업개발,연결,  컨센서스대비(%),-33,,9,-7,,,,
지주사,HD한국조선해양,연결,매출액(억원),154934,173020,212962,255386,283852,316818,,
지주사,HD한국조선해양,연결,  전년동기대비(%),4,12,23,20,11,12,,
지주사,HD한국조선해양,연결,  컨센서스대비(%),3,-4,0,0,,,,
지주사,HD한국조선해양,연결,영업이익(억원),-13848,-3556,2823,14341,24377,33938,,
지주사,HD한국조선해양,연결,  전년동기대비(%),적전,적지,흑전,408,70,39,,
지주사,HD한국조선해양,연결,  컨센서스대비(%),적지,적지,-5,-1,,,,
지주사,HD현대,연결,매출액(억원),283537,608497,613313,677656,709456,753528,,
지주사,HD현대,연결,  전년동기대비(%),50,115,1,10,5,6,,
지주사,HD현대,연결,  컨센서스대비(%),11,0,-1,0,,,,
지주사,HD현대,연결,영업이익(억원),10366,33870,20316,29832,44062,54093,,
지주사,HD현대,연결,  전년동기대비(%),흑전,227,-40,47,48,23,,
지주사,HD현대,연결,  컨센서스대비(%),-5,-8,-9,5,,,,
기계,HD현대건설기계,연결,매출액(억원),,35156,38250,34381,36032,39759,,
기계,HD현대건설기계,연결,  전년동기대비(%),,7,9,-10,5,10,,
기계,HD현대건설기계,연결,  컨센서스대비(%),,0,0,-2,,,,
기계,HD현대건설기계,연결,영업이익(억원),,1706,2572,1904,2013,2670,,
기계,HD현대건설기계,연결,  전년동기대비(%),,6,51,-26,6,33,,
기계,HD현대건설기계,연결,  컨센서스대비(%),,-9,-3,-5,,,,
조선,HD현대마린솔루션,연결,매출액(억원),10877,13338,14305,17455,20197,23457,,
조선,HD현대마린솔루션,연결,  전년동기대비(%),8,23,7,22,16,16,,
조선,HD현대마린솔루션,연결,  컨센서스대비(%),,,,-1,,,,
조선,HD현대마린솔루션,연결,영업이익(억원),1130,1420,2015,2717,3458,4342,,
조선,HD현대마린솔루션,연결,  전년동기대비(%),-28,26,42,35,27,26,,
조선,HD현대마린솔루션,연결,  컨센서스대비(%),,,,-7,,,,
조선선박엔진,HD현대마린엔진,연결,매출액(억원),,1775,2444,3158,4305,6083,,8646
조선선박엔진,HD현대마린엔진,연결,  전년동기대비(%),,29,38,29,36,41,,42
조선선박엔진,HD현대마린엔진,연결,  컨센서스대비(%),,,-1,3,,,,
조선선박엔진,HD현대마린엔진,연결,영업이익(억원),,111,184,332,513,897,,1297
조선선박엔진,HD현대마린엔진,연결,  전년동기대비(%),,흑전,65,81,55,75,,45
조선선박엔진,HD현대마린엔진,연결,  컨센서스대비(%),,,-8,4,,,,
조선,HD현대미포,연결,매출액(억원),,37169,40391,46300,49552,55554,,61805
조선,HD현대미포,연결,  전년동기대비(%),,29,9,15,7,12,,11
조선,HD현대미포,연결,  컨센서스대비(%),,2,0,3,,,,
조선,HD현대미포,연결,영업이익(억원),,-1091,-1529,885,2733,4503,,6351
조선,HD현대미포,연결,  전년동기대비(%),,적지,적지,흑전,209,65,,41
조선,HD현대미포,연결,  컨센서스대비(%),,적지,적지,-11,,,,
신재생_태양광,HD현대에너지솔루션,연결,매출액(억원),,9848,5461,4224,5183,6470,,
신재생_태양광,HD현대에너지솔루션,연결,  전년동기대비(%),,66,-45,-23,23,25,,
신재생_태양광,HD현대에너지솔루션,연결,  컨센서스대비(%),,-3,-6,2,,,,
신재생_태양광,HD현대에너지솔루션,연결,영업이익(억원),,902,175,35,227,388,,
신재생_태양광,HD현대에너지솔루션,연결,  전년동기대비(%),,850,-81,-80,547,71,,
신재생_태양광,HD현대에너지솔루션,연결,  컨센서스대비(%),,-5,-38,234,,,,
기계,HD현대인프라코어,연결,매출액(억원),45937,47561,46596,41142,44184,48123,,
기계,HD현대인프라코어,연결,  전년동기대비(%),15,4,-2,-12,7,9,,
기계,HD현대인프라코어,연결,  컨센서스대비(%),1,1,-3,0,,,,
기계,HD현대인프라코어,연결,영업이익(억원),2645,3325,4183,1842,2364,3390,,
기계,HD현대인프라코어,연결,  전년동기대비(%),0,26,26,-56,28,43,,
기계,HD현대인프라코어,연결,  컨센서스대비(%),-5,0,-10,-21,,,,
전력_송배전,HD현대일렉트릭,연결,매출액(억원),,21045,27028,33223,40493,46274,,
전력_송배전,HD현대일렉트릭,연결,  전년동기대비(%),,17,28,23,22,14,,
전력_송배전,HD현대일렉트릭,연결,  컨센서스대비(%),,2,-1,-5,,,,
전력_송배전,HD현대일렉트릭,연결,영업이익(억원),,1330,3152,6690,9056,10905,,
전력_송배전,HD현대일렉트릭,연결,  전년동기대비(%),,1266,137,112,35,20,,
전력_송배전,HD현대일렉트릭,연결,  컨센서스대비(%),,7,10,-7,,,,
조선,HD현대중공업,연결,매출액(억원),,90455,119639,144865,160279,175174,,184252
조선,HD현대중공업,연결,  전년동기대비(%),,9,32,21,11,9,,5
조선,HD현대중공업,연결,  컨센서스대비(%),,-2,1,1,,,,
조선,HD현대중공업,연결,영업이익(억원),,-2892,1786,7052,12804,16702,,22247
조선,HD현대중공업,연결,  전년동기대비(%),,적지,흑전,295,82,30,,33
조선,HD현대중공업,연결,  컨센서스대비(%),,적지,47,4,,,,
조선,HJ중공업,연결,매출액(억원),17065,17882,21621,18847,,,,
조선,HJ중공업,연결,  전년동기대비(%),1,5,21,-13,,,,
조선,HJ중공업,연결,  컨센서스대비(%),,,,,,,,
조선,HJ중공업,연결,영업이익(억원),-1090,66,-1088,93,,,,
조선,HJ중공업,연결,  전년동기대비(%),적전,흑전,적전,흑전,,,,
조선,HJ중공업,연결,  컨센서스대비(%),,,,,,,,
헬스케어,HK이노엔,연결,매출액(억원),7698,8465,8289,,,,,
헬스케어,HK이노엔,연결,  전년동기대비(%),29,10,-2,,,,,
헬스케어,HK이노엔,연결,  컨센서스대비(%),0,,,,,,,
헬스케어,HK이노엔,연결,영업이익(억원),503,525,659,,,,,
헬스케어,HK이노엔,연결,  전년동기대비(%),-42,4,26,,,,,
헬스케어,HK이노엔,연결,  컨센서스대비(%),-5,,,,,,,
건설,HL D&I,연결,매출액(억원),,14721,15720,15788,16223,16762,,
건설,HL D&I,연결,  전년동기대비(%),,0,7,0,3,3,,
건설,HL D&I,연결,  컨센서스대비(%),,3,2,3,,,,
건설,HL D&I,연결,영업이익(억원),,526,507,579,678,800,,
건설,HL D&I,연결,  전년동기대비(%),,-33,-4,14,17,18,,
건설,HL D&I,연결,  컨센서스대비(%),,44,15,-2,,,,
헬스케어,HLB,연결,매출액(억원),698,1797,429,696,,,,
헬스케어,HLB,연결,  전년동기대비(%),24,157,-76,62,,,,
헬스케어,HLB,연결,  컨센서스대비(%),,,,,,,,
헬스케어,HLB,연결,영업이익(억원),-1010,-747,-1250,-1188,,,,
헬스케어,HLB,연결,  전년동기대비(%),적지,적지,적지,적지,,,,
헬스케어,HLB,연결,  컨센서스대비(%),,,,,,,,
건설,HLB글로벌,연결,매출액(억원),450,446,799,983,,,,
건설,HLB글로벌,연결,  전년동기대비(%),27,-1,79,23,,,,
건설,HLB글로벌,연결,  컨센서스대비(%),,,,,,,,
건설,HLB글로벌,연결,영업이익(억원),-133,-147,-129,-37,,,,
건설,HLB글로벌,연결,  전년동기대비(%),적지,적지,적지,적지,,,,
건설,HLB글로벌,연결,  컨센서스대비(%),,,,,,,,
헬스케어,HLB바이오스텝,연결,매출액(억원),644,863,528,582,,,,
헬스케어,HLB바이오스텝,연결,  전년동기대비(%),10,34,-39,10,,,,
헬스케어,HLB바이오스텝,연결,  컨센서스대비(%),,,,,,,,
헬스케어,HLB바이오스텝,연결,영업이익(억원),98,64,-13,-130,,,,
헬스케어,HLB바이오스텝,연결,  전년동기대비(%),11,-35,적전,적지,,,,
헬스케어,HLB바이오스텝,연결,  컨센서스대비(%),,,,,,,,
#N/A,HLB사이언스,연결,매출액(억원),,,,,,,,
#N/A,HLB사이언스,연결,  전년동기대비(%),,,,,,,,
#N/A,HLB사이언스,연결,  컨센서스대비(%),,,,,,,,
#N/A,HLB사이언스,연결,영업이익(억원),-48,-40,-27,,,,,
#N/A,HLB사이언스,연결,  전년동기대비(%),적지,적지,적지,,,,,
#N/A,HLB사이언스,연결,  컨센서스대비(%),,,,,,,,
헬스케어,HLB생명과학,연결,매출액(억원),535,996,980,1022,,,,
헬스케어,HLB생명과학,연결,  전년동기대비(%),-42,86,-2,4,,,,
헬스케어,HLB생명과학,연결,  컨센서스대비(%),,,,,,,,
헬스케어,HLB생명과학,연결,영업이익(억원),-185,-202,-245,-245,,,,
헬스케어,HLB생명과학,연결,  전년동기대비(%),적지,적지,적지,적지,,,,
헬스케어,HLB생명과학,연결,  컨센서스대비(%),,,,,,,,
반도체,HLB이노베이션,연결,매출액(억원),,,206,254,,,,
반도체,HLB이노베이션,연결,  전년동기대비(%),,,-35,23,,,,
반도체,HLB이노베이션,연결,  컨센서스대비(%),,,,,,,,
반도체,HLB이노베이션,연결,영업이익(억원),,,-9,-119,,,,
반도체,HLB이노베이션,연결,  전년동기대비(%),,,적전,적지,,,,
반도체,HLB이노베이션,연결,  컨센서스대비(%),,,,,,,,
헬스케어,HLB제넥스,연결,매출액(억원),259,278,270,354,,,,
헬스케어,HLB제넥스,연결,  전년동기대비(%),38,7,-3,31,,,,
헬스케어,HLB제넥스,연결,  컨센서스대비(%),,,,,,,,
헬스케어,HLB제넥스,연결,영업이익(억원),-38,-62,-95,-19,,,,
헬스케어,HLB제넥스,연결,  전년동기대비(%),적지,적지,적지,적지,,,,
헬스케어,HLB제넥스,연결,  컨센서스대비(%),,,,,,,,
헬스케어,HLB제약,연결,매출액(억원),629,1075,1360,,,,,
헬스케어,HLB제약,연결,  전년동기대비(%),55,71,26,,,,,
헬스케어,HLB제약,연결,  컨센서스대비(%),,,,,,,,
헬스케어,HLB제약,연결,영업이익(억원),5,-64,-195,,,,,
헬스케어,HLB제약,연결,  전년동기대비(%),-54,적전,적지,,,,,
헬스케어,HLB제약,연결,  컨센서스대비(%),,,,,,,,
헬스케어,HLB테라퓨틱스,연결,매출액(억원),436,424,537,549,,,,
헬스케어,HLB테라퓨틱스,연결,  전년동기대비(%),2,-3,27,2,,,,
헬스케어,HLB테라퓨틱스,연결,  컨센서스대비(%),,,,,,,,
헬스케어,HLB테라퓨틱스,연결,영업이익(억원),-111,-75,-87,-76,,,,
헬스케어,HLB테라퓨틱스,연결,  전년동기대비(%),적지,적지,적지,적지,,,,
헬스케어,HLB테라퓨틱스,연결,  컨센서스대비(%),,,,,,,,
헬스케어,HLB파나진,연결,매출액(억원),,142,123,132,,,,
헬스케어,HLB파나진,연결,  전년동기대비(%),,-9,-14,8,,,,
헬스케어,HLB파나진,연결,  컨센서스대비(%),,,,,,,,
헬스케어,HLB파나진,연결,영업이익(억원),,16,-18,-14,,,,
헬스케어,HLB파나진,연결,  전년동기대비(%),,-62,적전,적지,,,,
헬스케어,HLB파나진,연결,  컨센서스대비(%),,,,,,,,
자동차,HL만도,연결,매출액(억원),61474,75162,83931,88482,94322,101475,,
자동차,HL만도,연결,  전년동기대비(%),11,22,12,5,7,8,,
자동차,HL만도,연결,  컨센서스대비(%),1,1,0,2,,,,
자동차,HL만도,연결,영업이익(억원),2323,2481,2793,3603,4195,4915,,
자동차,HL만도,연결,  전년동기대비(%),162,7,13,29,16,17,,
자동차,HL만도,연결,  컨센서스대비(%),-16,-11,-12,2,,,,
지주사,HL홀딩스,연결,매출액(억원),10412,12771,12855,13709,13511,13968,,
지주사,HL홀딩스,연결,  전년동기대비(%),42,23,1,7,-1,3,,
지주사,HL홀딩스,연결,  컨센서스대비(%),2,-3,-3,3,,,,
지주사,HL홀딩스,연결,영업이익(억원),1399,858,922,901,967,1110,,
지주사,HL홀딩스,연결,  전년동기대비(%),54,-39,7,-2,7,15,,
지주사,HL홀딩스,연결,  컨센서스대비(%),-12,-41,-18,-15,,,,
운송,HMM,연결,매출액(억원),,185828,84010,117002,105555,96867,,88960
운송,HMM,연결,  전년동기대비(%),,35,-55,39,-10,-8,,-8
운송,HMM,연결,  컨센서스대비(%),,1,0,2,,,,
운송,HMM,연결,영업이익(억원),,99494,5848,35128,19633,12101,,6465
운송,HMM,연결,  전년동기대비(%),,35,-94,501,-44,-38,,-47
운송,HMM,연결,  컨센서스대비(%),,1,3,6,,,,
반도체,HPSP,연결,매출액(억원),918,1593,1791,,,,,
반도체,HPSP,연결,  전년동기대비(%),50,74,12,,,,,
반도체,HPSP,연결,  컨센서스대비(%),,,,,,,,
반도체,HPSP,연결,영업이익(억원),452,852,952,,,,,
반도체,HPSP,연결,  전년동기대비(%),82,88,12,,,,,
반도체,HPSP,연결,  컨센서스대비(%),,,,,,,,
석유화학,HRS,연결,매출액(억원),,861,782,802,,,,
석유화학,HRS,연결,  전년동기대비(%),,2,-9,3,,,,
석유화학,HRS,연결,  컨센서스대비(%),,,,,,,,
석유화학,HRS,연결,영업이익(억원),,114,125,149,,,,
석유화학,HRS,연결,  전년동기대비(%),,-36,9,19,,,,
석유화학,HRS,연결,  컨센서스대비(%),,,,,,,,
광고,HS애드,연결,매출액(억원),,5304,5483,5547,,,,
광고,HS애드,연결,  전년동기대비(%),,16,3,1,,,,
광고,HS애드,연결,  컨센서스대비(%),,,,,,,,
광고,HS애드,연결,영업이익(억원),,248,264,296,,,,
광고,HS애드,연결,  전년동기대비(%),,11,7,12,,,,
광고,HS애드,연결,  컨센서스대비(%),,,,,,,,
건설,HS화성,연결,매출액(억원),4222,6457,9081,6128,,,,
건설,HS화성,연결,  전년동기대비(%),1,53,41,-33,,,,
건설,HS화성,연결,  컨센서스대비(%),,,1,3,,,,
건설,HS화성,연결,영업이익(억원),286,145,253,237,,,,
건설,HS화성,연결,  전년동기대비(%),-29,-49,74,-6,,,,
건설,HS화성,연결,  컨센서스대비(%),,,-32,-30,,,,
지주사,HS효성,연결,매출액(억원),,,,9104,,,,
지주사,HS효성,연결,  전년동기대비(%),,,,,,,,
지주사,HS효성,연결,  컨센서스대비(%),,,,,,,,
지주사,HS효성,연결,영업이익(억원),,,,173,,,,
지주사,HS효성,연결,  전년동기대비(%),,,,,,,,
지주사,HS효성,연결,  컨센서스대비(%),,,,,,,,
석유화학,HS효성첨단소재,연결,매출액(억원),,38414,32023,33112,34764,36672,,
석유화학,HS효성첨단소재,연결,  전년동기대비(%),,7,-17,3,5,5,,
석유화학,HS효성첨단소재,연결,  컨센서스대비(%),,-2,-1,-2,,,,
석유화학,HS효성첨단소재,연결,영업이익(억원),,3151,1741,2197,2362,2811,,
