섹터,기업,구분,항목,21-Dec,22-Dec,23-Dec,24-Dec,2025/12(E),2026/12(E),2024/12(E),2027/12(E)
건설,코엔텍,연결,영업이익(억원),366,484,344,,,,,
건설,코엔텍,연결,  전년동기대비(%),18,32,-29,,,,,
건설,코엔텍,연결,  컨센서스대비(%),,,,,,,,
지주사,코오롱,연결,매출액(억원),54104,56599,58942,60243,,,,
지주사,코오롱,연결,  전년동기대비(%),11,5,4,2,,,,
지주사,코오롱,연결,  컨센서스대비(%),,,,,,,,
지주사,코오롱,연결,영업이익(억원),3322,3175,1029,-812,,,,
지주사,코오롱,연결,  전년동기대비(%),22,-4,-68,적전,,,,
지주사,코오롱,연결,  컨센서스대비(%),,,,,,,,
자동차,코오롱ENP,연결,매출액(억원),4053,5181,4562,4862,5082,5493,,
자동차,코오롱ENP,연결,  전년동기대비(%),37,28,-12,7,5,8,,
자동차,코오롱ENP,연결,  컨센서스대비(%),,,-3,-1,,,,
자동차,코오롱ENP,연결,영업이익(억원),277,460,338,398,432,480,,
자동차,코오롱ENP,연결,  전년동기대비(%),618,66,-27,18,9,11,,
자동차,코오롱ENP,연결,  컨센서스대비(%),,,-1,0,,,,
건설,코오롱글로벌,연결,매출액(억원),27298,26021,26635,29076,30930,32970,,
건설,코오롱글로벌,연결,  전년동기대비(%),-31,-5,2,9,6,7,,
건설,코오롱글로벌,연결,  컨센서스대비(%),-42,,1,-3,,,,
건설,코오롱글로벌,연결,영업이익(억원),1869,1667,128,-487,110,410,,
건설,코오롱글로벌,연결,  전년동기대비(%),6,-11,-92,적전,흑전,273,,
건설,코오롱글로벌,연결,  컨센서스대비(%),-26,,-78,적지,,,,
자동차,코오롱모빌리티그룹,연결,매출액(억원),,,24030,22580,,,,
자동차,코오롱모빌리티그룹,연결,  전년동기대비(%),,,,-6,,,,
자동차,코오롱모빌리티그룹,연결,  컨센서스대비(%),,,,,,,,
자동차,코오롱모빌리티그룹,연결,영업이익(억원),,,394,176,,,,
자동차,코오롱모빌리티그룹,연결,  전년동기대비(%),,,,-55,,,,
자동차,코오롱모빌리티그룹,연결,  컨센서스대비(%),,,,,,,,
헬스케어,코오롱생명과학,연결,매출액(억원),1655,1616,1246,1614,,,,
헬스케어,코오롱생명과학,연결,  전년동기대비(%),28,-2,-23,29,,,,
헬스케어,코오롱생명과학,연결,  컨센서스대비(%),,,,,,,,
헬스케어,코오롱생명과학,연결,영업이익(억원),39,26,-241,-221,,,,
헬스케어,코오롱생명과학,연결,  전년동기대비(%),흑전,-32,적전,적지,,,,
헬스케어,코오롱생명과학,연결,  컨센서스대비(%),,,,,,,,
석유화학,코오롱인더,연결,매출액(억원),46621,53675,50612,48430,50093,51553,,
석유화학,코오롱인더,연결,  전년동기대비(%),17,15,-6,-4,3,3,,
석유화학,코오롱인더,연결,  컨센서스대비(%),0,1,-1,1,,,,
석유화학,코오롱인더,연결,영업이익(억원),2527,2425,1576,1587,2257,2563,,
석유화학,코오롱인더,연결,  전년동기대비(%),55,-4,-35,1,42,14,,
석유화학,코오롱인더,연결,  컨센서스대비(%),-18,-5,-1,-6,,,,
헬스케어,코오롱티슈진,연결,매출액(억원),40,95,37,,,,,
헬스케어,코오롱티슈진,연결,  전년동기대비(%),13,136,-61,,,,,
헬스케어,코오롱티슈진,연결,  컨센서스대비(%),,,,,,,,
헬스케어,코오롱티슈진,연결,영업이익(억원),-469,-163,-205,,,,,
헬스케어,코오롱티슈진,연결,  전년동기대비(%),적지,적지,적지,,,,,
헬스케어,코오롱티슈진,연결,  컨센서스대비(%),,,,,,,,
전자제품,코웨이,연결,매출액(억원),,38561,39665,43101,46930,51804,,
전자제품,코웨이,연결,  전년동기대비(%),,5,3,9,9,10,,
전자제품,코웨이,연결,  컨센서스대비(%),,-1,0,0,,,,
전자제품,코웨이,연결,영업이익(억원),,6774,7313,7954,8551,9548,,
전자제품,코웨이,연결,  전년동기대비(%),,6,8,9,8,12,,
전자제품,코웨이,연결,  컨센서스대비(%),,0,0,-1,,,,
전자제품,코웰패션,연결,매출액(억원),6740,8220,8080,8086,,,,
전자제품,코웰패션,연결,  전년동기대비(%),58,22,-2,0,,,,
전자제품,코웰패션,연결,  컨센서스대비(%),8,,,,,,,
전자제품,코웰패션,연결,영업이익(억원),924,390,344,331,,,,
전자제품,코웰패션,연결,  전년동기대비(%),13,-58,-12,-4,,,,
전자제품,코웰패션,연결,  컨센서스대비(%),-10,,,,,,,
통신,코위버,연결,매출액(억원),857,896,834,468,,,,
통신,코위버,연결,  전년동기대비(%),6,5,-7,-44,,,,
통신,코위버,연결,  컨센서스대비(%),,,,,,,,
통신,코위버,연결,영업이익(억원),57,3,-26,-76,,,,
통신,코위버,연결,  전년동기대비(%),77,-95,적전,적지,,,,
통신,코위버,연결,  컨센서스대비(%),,,,,,,,
기계,코윈테크,연결,매출액(억원),1064,2012,3360,2444,,,,
기계,코윈테크,연결,  전년동기대비(%),134,89,67,-27,,,,
기계,코윈테크,연결,  컨센서스대비(%),10,-1,-5,-18,,,,
기계,코윈테크,연결,영업이익(억원),66,148,228,36,,,,
기계,코윈테크,연결,  전년동기대비(%),952,123,54,-84,,,,
기계,코윈테크,연결,  컨센서스대비(%),27,27,-39,-85,,,,
디스플레이,코이즈,연결,매출액(억원),,97,164,207,,,,
디스플레이,코이즈,연결,  전년동기대비(%),,-40,69,26,,,,
디스플레이,코이즈,연결,  컨센서스대비(%),,,,,,,,
디스플레이,코이즈,연결,영업이익(억원),,-72,-41,-32,,,,
디스플레이,코이즈,연결,  전년동기대비(%),,적지,적지,적지,,,,
디스플레이,코이즈,연결,  컨센서스대비(%),,,,,,,,
#N/A,코잇,연결,매출액(억원),2710,2738,2606,,,,,
#N/A,코잇,연결,  전년동기대비(%),,1,-5,,,,,
#N/A,코잇,연결,  컨센서스대비(%),,,,,,,,
#N/A,코잇,연결,영업이익(억원),146,83,50,,,,,
#N/A,코잇,연결,  전년동기대비(%),,-43,-40,,,,,
#N/A,코잇,연결,  컨센서스대비(%),,,,,,,,
방산,코츠테크놀로지,연결,매출액(억원),319,418,513,,,,,
방산,코츠테크놀로지,연결,  전년동기대비(%),29,31,23,,,,,
방산,코츠테크놀로지,연결,  컨센서스대비(%),,,,,,,,
방산,코츠테크놀로지,연결,영업이익(억원),27,28,88,,,,,
방산,코츠테크놀로지,연결,  전년동기대비(%),106,4,216,,,,,
방산,코츠테크놀로지,연결,  컨센서스대비(%),,,,,,,,
신재생_기타,코칩,연결,매출액(억원),473,388,329,334,,,,
신재생_기타,코칩,연결,  전년동기대비(%),,-18,-15,1,,,,
신재생_기타,코칩,연결,  컨센서스대비(%),,,,,,,,
신재생_기타,코칩,연결,영업이익(억원),52,76,42,29,,,,
신재생_기타,코칩,연결,  전년동기대비(%),,46,-45,-31,,,,
신재생_기타,코칩,연결,  컨센서스대비(%),,,,,,,,
건설,코콤,연결,매출액(억원),927,953,1005,,,,,
건설,코콤,연결,  전년동기대비(%),-22,3,5,,,,,
건설,코콤,연결,  컨센서스대비(%),,,,,,,,
건설,코콤,연결,영업이익(억원),39,-23,19,,,,,
건설,코콤,연결,  전년동기대비(%),-64,적전,흑전,,,,,
건설,코콤,연결,  컨센서스대비(%),,,,,,,,
내수,코텍,연결,매출액(억원),,4286,3271,3080,,,,
내수,코텍,연결,  전년동기대비(%),,101,-24,-6,,,,
내수,코텍,연결,  컨센서스대비(%),,,,,,,,
내수,코텍,연결,영업이익(억원),,273,48,235,,,,
내수,코텍,연결,  전년동기대비(%),,흑전,-82,391,,,,
내수,코텍,연결,  컨센서스대비(%),,,,,,,,
방송미디어,코퍼스코리아,연결,매출액(억원),339,293,447,418,,,,
방송미디어,코퍼스코리아,연결,  전년동기대비(%),56,-14,53,-6,,,,
방송미디어,코퍼스코리아,연결,  컨센서스대비(%),,-26,,,,,,
방송미디어,코퍼스코리아,연결,영업이익(억원),103,91,17,-294,,,,
방송미디어,코퍼스코리아,연결,  전년동기대비(%),92,-11,-81,적전,,,,
방송미디어,코퍼스코리아,연결,  컨센서스대비(%),,-15,,,,,,
방송미디어,콘텐트리중앙,연결,매출액(억원),6771,8521,9930,8795,10065,10764,,
방송미디어,콘텐트리중앙,연결,  전년동기대비(%),88,26,17,-11,14,7,,
방송미디어,콘텐트리중앙,연결,  컨센서스대비(%),8,4,3,-3,,,,
방송미디어,콘텐트리중앙,연결,영업이익(억원),-574,-716,-681,-479,96,279,,
방송미디어,콘텐트리중앙,연결,  전년동기대비(%),적지,적지,적지,적지,흑전,191,,
방송미디어,콘텐트리중앙,연결,  컨센서스대비(%),적지,적지,적지,적지,,,,
음식료,콜마비앤에이치,연결,매출액(억원),,5759,5796,6156,6716,7190,,
음식료,콜마비앤에이치,연결,  전년동기대비(%),,-3,1,6,9,7,,
음식료,콜마비앤에이치,연결,  컨센서스대비(%),,-1,-1,-2,,,,
음식료,콜마비앤에이치,연결,영업이익(억원),,611,303,246,340,389,,
음식료,콜마비앤에이치,연결,  전년동기대비(%),,-33,-51,-19,38,14,,
음식료,콜마비앤에이치,연결,  컨센서스대비(%),,-11,-7,-6,,,,
지주사,콜마홀딩스,연결,매출액(억원),6740,6499,6373,6788,,,,
지주사,콜마홀딩스,연결,  전년동기대비(%),0,-4,-2,7,,,,
지주사,콜마홀딩스,연결,  컨센서스대비(%),,,,,,,,
지주사,콜마홀딩스,연결,영업이익(억원),824,415,191,406,,,,
지주사,콜마홀딩스,연결,  전년동기대비(%),-22,-50,-54,113,,,,
지주사,콜마홀딩스,연결,  컨센서스대비(%),,,,,,,,
인터넷,콤텍시스템,연결,매출액(억원),3825,7098,8926,9953,,,,
인터넷,콤텍시스템,연결,  전년동기대비(%),60,86,26,12,,,,
인터넷,콤텍시스템,연결,  컨센서스대비(%),,,,,,,,
인터넷,콤텍시스템,연결,영업이익(억원),173,159,155,210,,,,
인터넷,콤텍시스템,연결,  전년동기대비(%),892,-8,-2,35,,,,
인터넷,콤텍시스템,연결,  컨센서스대비(%),,,,,,,,
인터넷,쿠콘,연결,매출액(억원),,645,684,730,809,910,,
인터넷,쿠콘,연결,  전년동기대비(%),,5,6,7,11,12,,
인터넷,쿠콘,연결,  컨센서스대비(%),,-6,0,,,,,
인터넷,쿠콘,연결,영업이익(억원),,200,166,166,203,229,,
인터넷,쿠콘,연결,  전년동기대비(%),,19,-17,0,22,13,,
인터넷,쿠콘,연결,  컨센서스대비(%),,-6,-10,,,,,
전자제품,쿠쿠홀딩스,연결,매출액(억원),6851,7556,7723,,8860,9480,8250,
전자제품,쿠쿠홀딩스,연결,  전년동기대비(%),17,10,2,,7,7,7,
전자제품,쿠쿠홀딩스,연결,  컨센서스대비(%),,,,,,,,
전자제품,쿠쿠홀딩스,연결,영업이익(억원),1070,879,866,,1020,1120,940,
전자제품,쿠쿠홀딩스,연결,  전년동기대비(%),5,-18,-1,,9,10,9,
전자제품,쿠쿠홀딩스,연결,  컨센서스대비(%),,,,,,,,
전자제품,쿠쿠홈시스,연결,매출액(억원),8443,9381,9546,10572,,,,
전자제품,쿠쿠홈시스,연결,  전년동기대비(%),7,11,2,11,,,,
전자제품,쿠쿠홈시스,연결,  컨센서스대비(%),,,,,,,,
전자제품,쿠쿠홈시스,연결,영업이익(억원),1641,1199,1449,1639,,,,
전자제품,쿠쿠홈시스,연결,  전년동기대비(%),21,-27,21,13,,,,
전자제품,쿠쿠홈시스,연결,  컨센서스대비(%),,,,,,,,
헬스케어,퀀타매트릭스,연결,매출액(억원),6,13,31,,,,,
헬스케어,퀀타매트릭스,연결,  전년동기대비(%),-67,134,142,,,,,
헬스케어,퀀타매트릭스,연결,  컨센서스대비(%),,,,,,,,
헬스케어,퀀타매트릭스,연결,영업이익(억원),-184,-200,-224,,,,,
헬스케어,퀀타매트릭스,연결,  전년동기대비(%),적지,적지,적지,,,,,
헬스케어,퀀타매트릭스,연결,  컨센서스대비(%),,,,,,,,
건설,퀀텀온,연결,매출액(억원),132,32,1823,,,,,
건설,퀀텀온,연결,  전년동기대비(%),-47,-76,5592,,,,,
건설,퀀텀온,연결,  컨센서스대비(%),,,,,,,,
건설,퀀텀온,연결,영업이익(억원),-93,-71,-67,,,,,
건설,퀀텀온,연결,  전년동기대비(%),적지,적지,적지,,,,,
건설,퀀텀온,연결,  컨센서스대비(%),,,,,,,,
반도체,퀄리타스반도체,연결,매출액(억원),40,108,108,,,,,
반도체,퀄리타스반도체,연결,  전년동기대비(%),200,173,0,,,,,
반도체,퀄리타스반도체,연결,  컨센서스대비(%),,,,,,,,
반도체,퀄리타스반도체,연결,영업이익(억원),-47,-37,-112,,,,,
반도체,퀄리타스반도체,연결,  전년동기대비(%),적지,적지,적지,,,,,
반도체,퀄리타스반도체,연결,  컨센서스대비(%),,,,,,,,
#N/A,큐라켐,연결,매출액(억원),,60,69,,,,,
#N/A,큐라켐,연결,  전년동기대비(%),,,14,,,,,
#N/A,큐라켐,연결,  컨센서스대비(%),,,,,,,,
#N/A,큐라켐,연결,영업이익(억원),,11,10,,,,,
#N/A,큐라켐,연결,  전년동기대비(%),,,-11,,,,,
#N/A,큐라켐,연결,  컨센서스대비(%),,,,,,,,
헬스케어,큐라클,연결,매출액(억원),63,36,103,,,,,
헬스케어,큐라클,연결,  전년동기대비(%),,-43,187,,,,,
헬스케어,큐라클,연결,  컨센서스대비(%),,,,,,,,
헬스케어,큐라클,연결,영업이익(억원),-69,-120,-105,,,,,
헬스케어,큐라클,연결,  전년동기대비(%),적지,적지,적지,,,,,
헬스케어,큐라클,연결,  컨센서스대비(%),,,,,,,,
헬스케어,큐라티스,연결,매출액(억원),16,84,10,,,,,
헬스케어,큐라티스,연결,  전년동기대비(%),1345,429,-88,,,,,
헬스케어,큐라티스,연결,  컨센서스대비(%),,,,,,,,
헬스케어,큐라티스,연결,영업이익(억원),-170,-215,-172,,,,,
헬스케어,큐라티스,연결,  전년동기대비(%),적지,적지,적지,,,,,
헬스케어,큐라티스,연결,  컨센서스대비(%),,,,,,,,
#N/A,큐러블,연결,매출액(억원),12,4,2,,,,,
#N/A,큐러블,연결,  전년동기대비(%),54,-68,-45,,,,,
#N/A,큐러블,연결,  컨센서스대비(%),,,,,,,,
#N/A,큐러블,연결,영업이익(억원),-2,-31,-61,,,,,
#N/A,큐러블,연결,  전년동기대비(%),적지,적지,적지,,,,,
#N/A,큐러블,연결,  컨센서스대비(%),,,,,,,,
헬스케어,큐렉소,연결,매출액(억원),,650,729,555,,,,
헬스케어,큐렉소,연결,  전년동기대비(%),,52,12,-24,,,,
헬스케어,큐렉소,연결,  컨센서스대비(%),,,,,,,,
헬스케어,큐렉소,연결,영업이익(억원),,11,11,-58,,,,
헬스케어,큐렉소,연결,  전년동기대비(%),,흑전,2,적전,,,,
헬스케어,큐렉소,연결,  컨센서스대비(%),,,,,,,,
헬스케어,큐로셀,연결,매출액(억원),,,,,,,,
헬스케어,큐로셀,연결,  전년동기대비(%),,,,,,,,
헬스케어,큐로셀,연결,  컨센서스대비(%),,,,,,,,
헬스케어,큐로셀,연결,영업이익(억원),,-214,-311,-366,,,,
헬스케어,큐로셀,연결,  전년동기대비(%),,적지,적지,적지,,,,
헬스케어,큐로셀,연결,  컨센서스대비(%),,,,,,,,
음식료,큐로홀딩스,연결,매출액(억원),610,675,839,611,,,,
음식료,큐로홀딩스,연결,  전년동기대비(%),79,11,24,-27,,,,
음식료,큐로홀딩스,연결,  컨센서스대비(%),,,,,,,,
음식료,큐로홀딩스,연결,영업이익(억원),20,15,-26,-28,,,,
음식료,큐로홀딩스,연결,  전년동기대비(%),713,-26,적전,적지,,,,
음식료,큐로홀딩스,연결,  컨센서스대비(%),,,,,,,,
헬스케어,큐리언트,연결,매출액(억원),49,85,90,,,,,
헬스케어,큐리언트,연결,  전년동기대비(%),,73,7,,,,,
헬스케어,큐리언트,연결,  컨센서스대비(%),,,,,,,,
헬스케어,큐리언트,연결,영업이익(억원),-242,-275,-232,,,,,
헬스케어,큐리언트,연결,  전년동기대비(%),적지,적지,적지,,,,,
헬스케어,큐리언트,연결,  컨센서스대비(%),,,,,,,,
헬스케어,큐리옥스바이오시스템즈,연결,매출액(억원),55,72,68,46,,,,
헬스케어,큐리옥스바이오시스템즈,연결,  전년동기대비(%),26,31,-6,-32,,,,
헬스케어,큐리옥스바이오시스템즈,연결,  컨센서스대비(%),,,,-21,,,,
헬스케어,큐리옥스바이오시스템즈,연결,영업이익(억원),-83,-114,-106,-134,,,,
헬스케어,큐리옥스바이오시스템즈,연결,  전년동기대비(%),적지,적지,적지,적지,,,,
헬스케어,큐리옥스바이오시스템즈,연결,  컨센서스대비(%),,,,적지,,,,
방송미디어,큐브엔터,연결,매출액(억원),719,1206,1423,2183,,,,
방송미디어,큐브엔터,연결,  전년동기대비(%),92,68,18,53,,,,
방송미디어,큐브엔터,연결,  컨센서스대비(%),-1,3,-1,,,,,
방송미디어,큐브엔터,연결,영업이익(억원),12,69,154,166,,,,
방송미디어,큐브엔터,연결,  전년동기대비(%),4,486,123,7,,,,
방송미디어,큐브엔터,연결,  컨센서스대비(%),-72,-5,3,,,,,
반도체,큐알티,연결,매출액(억원),719,596,533,653,,,,
반도체,큐알티,연결,  전년동기대비(%),32,-17,-11,23,,,,
반도체,큐알티,연결,  컨센서스대비(%),,,-1,,,,,
반도체,큐알티,연결,영업이익(억원),165,103,8,48,,,,
반도체,큐알티,연결,  전년동기대비(%),82,-38,-93,537,,,,
반도체,큐알티,연결,  컨센서스대비(%),,,-74,,,,,
반도체,큐에스아이,연결,매출액(억원),,227,187,214,,,,
반도체,큐에스아이,연결,  전년동기대비(%),,-23,-18,14,,,,
반도체,큐에스아이,연결,  컨센서스대비(%),,,,,,,,
반도체,큐에스아이,연결,영업이익(억원),,18,-42,12,,,,
반도체,큐에스아이,연결,  전년동기대비(%),,-32,적전,흑전,,,,
반도체,큐에스아이,연결,  컨센서스대비(%),,,,,,,,
#N/A,큐엠씨,연결,매출액(억원),105,148,102,,,,,
#N/A,큐엠씨,연결,  전년동기대비(%),-30,41,-31,,,,,
#N/A,큐엠씨,연결,  컨센서스대비(%),,,,,,,,
#N/A,큐엠씨,연결,영업이익(억원),-47,-25,-46,,,,,
#N/A,큐엠씨,연결,  전년동기대비(%),적지,적지,적지,,,,,
#N/A,큐엠씨,연결,  컨센서스대비(%),,,,,,,,
금융,큐캐피탈,연결,순영업수익(억원),114,72,251,,,,,
금융,큐캐피탈,연결,  전년동기대비(%),-15,-37,247,,,,,
금융,큐캐피탈,연결,  컨센서스대비(%),,,,,,,,
금융,큐캐피탈,연결,영업이익(억원),26,-42,105,,,,,
금융,큐캐피탈,연결,  전년동기대비(%),-32,적전,흑전,,,,,
금융,큐캐피탈,연결,  컨센서스대비(%),,,,,,,,
인터넷,크라우드웍스,연결,매출액(억원),87,119,240,120,,,,
인터넷,크라우드웍스,연결,  전년동기대비(%),17,37,102,-50,,,,
인터넷,크라우드웍스,연결,  컨센서스대비(%),,,,,,,,
인터넷,크라우드웍스,연결,영업이익(억원),-53,-63,-18,-117,,,,
인터넷,크라우드웍스,연결,  전년동기대비(%),적지,적지,적지,적지,,,,
인터넷,크라우드웍스,연결,  컨센서스대비(%),,,,,,,,
음식료,크라운제과,연결,매출액(억원),3812,4136,4347,,,,,
음식료,크라운제과,연결,  전년동기대비(%),0,9,5,,,,,
음식료,크라운제과,연결,  컨센서스대비(%),,,,,,,,
음식료,크라운제과,연결,영업이익(억원),159,176,284,,,,,
음식료,크라운제과,연결,  전년동기대비(%),-32,11,62,,,,,
음식료,크라운제과,연결,  컨센서스대비(%),,,,,,,,
지주사,크라운해태홀딩스,연결,매출액(억원),9282,9791,10355,,,,,
지주사,크라운해태홀딩스,연결,  전년동기대비(%),1,5,6,,,,,
지주사,크라운해태홀딩스,연결,  컨센서스대비(%),,,,,,,,
지주사,크라운해태홀딩스,연결,영업이익(억원),393,384,710,,,,,
지주사,크라운해태홀딩스,연결,  전년동기대비(%),-28,-2,85,,,,,
지주사,크라운해태홀딩스,연결,  컨센서스대비(%),,,,,,,,
게임,크래프톤,연결,매출액(억원),,18540,19106,27098,30928,34544,,45811
게임,크래프톤,연결,  전년동기대비(%),,-2,3,42,14,12,,33
게임,크래프톤,연결,  컨센서스대비(%),,1,5,-2,,,,
게임,크래프톤,연결,영업이익(억원),,7516,7680,11825,13412,14662,,17870
게임,크래프톤,연결,  전년동기대비(%),,16,2,54,13,9,,22
게임,크래프톤,연결,  컨센서스대비(%),,5,8,-4,,,,
교육,크레버스,연결,매출액(억원),2107,2275,2335,2282,,,,
교육,크레버스,연결,  전년동기대비(%),17,8,3,-2,,,,
교육,크레버스,연결,  컨센서스대비(%),-2,,,,,,,
교육,크레버스,연결,영업이익(억원),312,257,252,103,,,,
교육,크레버스,연결,  전년동기대비(%),84,-18,-2,-59,,,,
교육,크레버스,연결,  컨센서스대비(%),-7,,,,,,,
전문서비스,크레오에스지,연결,매출액(억원),86,98,98,82,,,,
전문서비스,크레오에스지,연결,  전년동기대비(%),-12,13,0,-16,,,,
전문서비스,크레오에스지,연결,  컨센서스대비(%),,,,,,,,
전문서비스,크레오에스지,연결,영업이익(억원),-45,-61,-37,-57,,,,
전문서비스,크레오에스지,연결,  전년동기대비(%),적지,적지,적지,적지,,,,
전문서비스,크레오에스지,연결,  컨센서스대비(%),,,,,,,,
#N/A,크로넥스,연결,매출액(억원),33,45,47,,,,,
#N/A,크로넥스,연결,  전년동기대비(%),21,37,4,,,,,
#N/A,크로넥스,연결,  컨센서스대비(%),,,,,,,,
#N/A,크로넥스,연결,영업이익(억원),-16,-7,-8,,,,,
#N/A,크로넥스,연결,  전년동기대비(%),적지,적지,적지,,,,,
#N/A,크로넥스,연결,  컨센서스대비(%),,,,,,,,
패션,크리스에프앤씨,연결,매출액(억원),3759,3809,3670,3313,,,,
패션,크리스에프앤씨,연결,  전년동기대비(%),29,1,-4,-10,,,,
패션,크리스에프앤씨,연결,  컨센서스대비(%),1,,1,,,,,
패션,크리스에프앤씨,연결,영업이익(억원),871,785,461,121,,,,
패션,크리스에프앤씨,연결,  전년동기대비(%),75,-10,-41,-74,,,,
패션,크리스에프앤씨,연결,  컨센서스대비(%),0,,-2,,,,,
외국계,크리스탈신소재,연결,매출액(억원),623,780,823,,,,,
외국계,크리스탈신소재,연결,  전년동기대비(%),-31,25,6,,,,,
외국계,크리스탈신소재,연결,  컨센서스대비(%),,,,,,,,
외국계,크리스탈신소재,연결,영업이익(억원),148,193,233,,,,,
외국계,크리스탈신소재,연결,  전년동기대비(%),-52,30,21,,,,,
외국계,크리스탈신소재,연결,  컨센서스대비(%),,,,,,,,
자동차,크린앤사이언스,연결,매출액(억원),,860,925,846,,,,
자동차,크린앤사이언스,연결,  전년동기대비(%),,-29,8,-9,,,,
자동차,크린앤사이언스,연결,  컨센서스대비(%),,,,,,,,
자동차,크린앤사이언스,연결,영업이익(억원),,-109,9,-8,,,,
자동차,크린앤사이언스,연결,  전년동기대비(%),,적지,흑전,적전,,,,
자동차,크린앤사이언스,연결,  컨센서스대비(%),,,,,,,,
자동차,클라우드에어,연결,매출액(억원),159,134,145,,,,,
자동차,클라우드에어,연결,  전년동기대비(%),17,-15,8,,,,,
자동차,클라우드에어,연결,  컨센서스대비(%),,,,,,,,
자동차,클라우드에어,연결,영업이익(억원),13,-11,0,,,,,
자동차,클라우드에어,연결,  전년동기대비(%),흑전,적전,흑전,,,,,
자동차,클라우드에어,연결,  컨센서스대비(%),,,,,,,,
헬스케어,클래시스,연결,매출액(억원),1006,1418,1801,2429,3484,4319,,
헬스케어,클래시스,연결,  전년동기대비(%),32,41,27,35,43,24,,
헬스케어,클래시스,연결,  컨센서스대비(%),-2,1,-2,1,,,,
헬스케어,클래시스,연결,영업이익(억원),517,689,896,1225,1722,2177,,
헬스케어,클래시스,연결,  전년동기대비(%),27,33,30,37,41,26,,
헬스케어,클래시스,연결,  컨센서스대비(%),-4,1,-4,2,,,,
로봇,클로봇,연결,매출액(억원),,210,242,335,,,,
로봇,클로봇,연결,  전년동기대비(%),,,16,38,,,,
로봇,클로봇,연결,  컨센서스대비(%),,,,,,,,
로봇,클로봇,연결,영업이익(억원),,-22,-58,-71,,,,
로봇,클로봇,연결,  전년동기대비(%),,,적지,적지,,,,
로봇,클로봇,연결,  컨센서스대비(%),,,,,,,,
헬스케어,클리노믹스,연결,매출액(억원),554,231,114,,,,,
헬스케어,클리노믹스,연결,  전년동기대비(%),464,-58,-51,,,,,
헬스케어,클리노믹스,연결,  컨센서스대비(%),,,,,,,,
헬스케어,클리노믹스,연결,영업이익(억원),229,-108,-346,,,,,
헬스케어,클리노믹스,연결,  전년동기대비(%),흑전,적전,적지,,,,,
헬스케어,클리노믹스,연결,  컨센서스대비(%),,,,,,,,
화장품,클리오,연결,매출액(억원),2327,2725,3306,3514,3843,4174,,
화장품,클리오,연결,  전년동기대비(%),7,17,21,6,9,9,,
화장품,클리오,연결,  컨센서스대비(%),-1,0,0,,,,,
화장품,클리오,연결,영업이익(억원),139,179,338,246,343,419,,
화장품,클리오,연결,  전년동기대비(%),123,29,89,-27,39,22,,
화장품,클리오,연결,  컨센서스대비(%),10,1,3,,,,,
인터넷,키네마스터,연결,매출액(억원),236,194,168,133,,,,
인터넷,키네마스터,연결,  전년동기대비(%),-21,-18,-14,-21,,,,
인터넷,키네마스터,연결,  컨센서스대비(%),,,,,,,,
인터넷,키네마스터,연결,영업이익(억원),-12,-160,19,6,,,,
인터넷,키네마스터,연결,  전년동기대비(%),적전,적지,흑전,-68,,,,
인터넷,키네마스터,연결,  컨센서스대비(%),,,,,,,,
방송미디어,키다리스튜디오,연결,매출액(억원),1191,1694,1710,2052,,,,
방송미디어,키다리스튜디오,연결,  전년동기대비(%),162,42,1,20,,,,
방송미디어,키다리스튜디오,연결,  컨센서스대비(%),-2,-2,0,,,,,
방송미디어,키다리스튜디오,연결,영업이익(억원),69,43,-57,22,,,,
방송미디어,키다리스튜디오,연결,  전년동기대비(%),51,-38,적전,흑전,,,,
방송미디어,키다리스튜디오,연결,  컨센서스대비(%),-38,-61,적지,,,,,
#N/A,키움제10호스팩,연결,영업수익(억원),,,,,,,,
#N/A,키움제10호스팩,연결,  전년동기대비(%),,,,,,,,
#N/A,키움제10호스팩,연결,  컨센서스대비(%),,,,,,,,
#N/A,키움제10호스팩,연결,영업이익(억원),,,,0,,,,
#N/A,키움제10호스팩,연결,  전년동기대비(%),,,,,,,,
#N/A,키움제10호스팩,연결,  컨센서스대비(%),,,,,,,,
#N/A,키움제11호스팩,연결,영업수익(억원),,,,,,,,
#N/A,키움제11호스팩,연결,  전년동기대비(%),,,,,,,,
#N/A,키움제11호스팩,연결,  컨센서스대비(%),,,,,,,,
#N/A,키움제11호스팩,연결,영업이익(억원),,,,0,,,,
#N/A,키움제11호스팩,연결,  전년동기대비(%),,,,,,,,
#N/A,키움제11호스팩,연결,  컨센서스대비(%),,,,,,,,
#N/A,키움제8호스팩,연결,영업수익(억원),,,,,,,,
#N/A,키움제8호스팩,연결,  전년동기대비(%),,,,,,,,
#N/A,키움제8호스팩,연결,  컨센서스대비(%),,,,,,,,
#N/A,키움제8호스팩,연결,영업이익(억원),,0,0,,,,,
#N/A,키움제8호스팩,연결,  전년동기대비(%),,,적지,,,,,
#N/A,키움제8호스팩,연결,  컨센서스대비(%),,,,,,,,
금융,키움증권,연결,순영업수익(억원),18353,12687,11596,,18847,20052,,
금융,키움증권,연결,  전년동기대비(%),25,-31,-9,,,6,,
금융,키움증권,연결,  컨센서스대비(%),2,-2,-4,-,,,,
금융,키움증권,연결,영업이익(억원),12089,6564,5647,10982,11379,12016,,
금융,키움증권,연결,  전년동기대비(%),25,-46,-14,95,4,6,,
