기업	구분	항목	"44,896 "	"45,261 "	"45,627 "	2025/12(E)	2026/12(E)	2027/12(E)	ㅁ	ㅇ
DMS	연결	  컨센서스대비(%)				-	-	-		
DMS	연결	당기순이익(억원)	325 	293 	403 					
DMS	연결	  전년동기대비(%)	-8 	-10 	38 					
DMS	연결	  컨센서스대비(%)				-	-	-		
DN오토모티브	연결	매출액(억원)	"31,564 "	"32,692 "	"34,345 "					
DN오토모티브	연결	  전년동기대비(%)	239 	4 	5 					
DN오토모티브	연결	  컨센서스대비(%)	0 			-	-	-		
DN오토모티브	연결	영업이익(억원)	"4,215 "	"4,904 "	"5,229 "					
DN오토모티브	연결	  전년동기대비(%)	370 	16 	7 					
DN오토모티브	연결	  컨센서스대비(%)	8 			-	-	-		
DN오토모티브	연결	당기순이익(억원)	"1,849 "	"2,834 "	"3,182 "					
DN오토모티브	연결	  전년동기대비(%)	117 	53 	12 					
DN오토모티브	연결	  컨센서스대비(%)	-14 			-	-	-		
DRB동일	연결	매출액(억원)	"6,618 "	"7,378 "	"7,527 "					
DRB동일	연결	  전년동기대비(%)	20 	11 	2 					
DRB동일	연결	  컨센서스대비(%)				-	-	-		
DRB동일	연결	영업이익(억원)	121 	358 	219 					
DRB동일	연결	  전년동기대비(%)	"1,995 "	196 	-39 					
DRB동일	연결	  컨센서스대비(%)				-	-	-		
DRB동일	연결	당기순이익(억원)	35 	219 	132 					
DRB동일	연결	  전년동기대비(%)	흑전	518 	-40 					
DRB동일	연결	  컨센서스대비(%)				-	-	-		
DSC인베스트먼트	연결	영업수익(억원)	338 	336 	386 					
DSC인베스트먼트	연결	  전년동기대비(%)	9 	-1 	15 					
DSC인베스트먼트	연결	  컨센서스대비(%)				-	-	-		
DSC인베스트먼트	연결	영업이익(억원)	188 	175 	150 					
DSC인베스트먼트	연결	  전년동기대비(%)	13 	-7 	-15 					
DSC인베스트먼트	연결	  컨센서스대비(%)				-	-	-		
DSC인베스트먼트	연결	당기순이익(억원)	162 	146 	106 					
DSC인베스트먼트	연결	  전년동기대비(%)	0 	-10 	-28 					
DSC인베스트먼트	연결	  컨센서스대비(%)				-	-	-		
DSR	연결	매출액(억원)	"3,675 "	"2,911 "	"2,998 "					
DSR	연결	  전년동기대비(%)	35 	-21 	3 					
DSR	연결	  컨센서스대비(%)				-	-	-		
DSR	연결	영업이익(억원)	358 	243 	153 					
DSR	연결	  전년동기대비(%)	166 	-32 	-37 					
DSR	연결	  컨센서스대비(%)				-	-	-		
DSR	연결	당기순이익(억원)	245 	176 	145 					
DSR	연결	  전년동기대비(%)	96 	-29 	-17 					
DSR	연결	  컨센서스대비(%)				-	-	-		
DSR제강	연결	매출액(억원)	"2,617 "	"2,130 "	"2,156 "					
DSR제강	연결	  전년동기대비(%)	26 	-19 	1 					
DSR제강	연결	  컨센서스대비(%)				-	-	-		
DSR제강	연결	영업이익(억원)	264 	235 	195 					
DSR제강	연결	  전년동기대비(%)	514 	-11 	-17 					
DSR제강	연결	  컨센서스대비(%)				-	-	-		
DSR제강	연결	당기순이익(억원)	289 	129 	-283 					
DSR제강	연결	  전년동기대비(%)	280 	-55 	적전					
DSR제강	연결	  컨센서스대비(%)				-	-	-		
DS단석	연결	매출액(억원)	"11,337 "	"10,704 "	"9,617 "					
DS단석	연결	  전년동기대비(%)	26 	-6 	-10 					
DS단석	연결	  컨센서스대비(%)		2 		-	-	-		
DS단석	연결	영업이익(억원)	740 	762 	122 					
DS단석	연결	  전년동기대비(%)	2 	3 	-84 					
DS단석	연결	  컨센서스대비(%)		-14 		-	-	-		
DS단석	연결	당기순이익(억원)	272 	392 	-103 					
DS단석	연결	  전년동기대비(%)	-32 	44 	적전					
DS단석	연결	  컨센서스대비(%)		-17 		-	-	-		
DXVX	연결	매출액(억원)	322 	412 	339 					
DXVX	연결	  전년동기대비(%)	331 	28 	-18 					
DXVX	연결	  컨센서스대비(%)				-	-	-		
DXVX	연결	영업이익(억원)	26 	-154 	-216 					
DXVX	연결	  전년동기대비(%)	흑전	적전	적지					
DXVX	연결	  컨센서스대비(%)				-	-	-		
DXVX	연결	당기순이익(억원)	-10 	-278 	-515 					
DXVX	연결	  전년동기대비(%)	적지	적지	적지					
DXVX	연결	  컨센서스대비(%)				-	-	-		
DYP	연결	매출액(억원)	"3,979 "	"4,217 "	"4,310 "					
DYP	연결	  전년동기대비(%)	12 	6 	2 					
DYP	연결	  컨센서스대비(%)				-	-	-		
DYP	연결	영업이익(억원)	74 	133 	97 					
DYP	연결	  전년동기대비(%)	-28 	79 	-27 					
DYP	연결	  컨센서스대비(%)				-	-	-		
DYP	연결	당기순이익(억원)	29 	78 	87 					
DYP	연결	  전년동기대비(%)	-63 	172 	11 					
DYP	연결	  컨센서스대비(%)				-	-	-		
E1	연결	매출액(억원)	"79,908 "	"78,277 "	"111,924 "	"112,906 "	"114,512 "	"116,526 "		
E1	연결	  전년동기대비(%)	55 	-2 	43 	1 	1 	2 		
E1	연결	  컨센서스대비(%)		1 		-	-	-		
E1	연결	영업이익(억원)	"2,787 "	932 	"2,176 "	"2,441 "	"2,468 "	"2,633 "		
E1	연결	  전년동기대비(%)	"4,900 "	-67 	134 	12 	1 	7 	-11 	6 
E1	연결	  컨센서스대비(%)		-13 		-	-	-		
E1	연결	당기순이익(억원)	"1,415 "	"2,144 "	656 	"1,222 "	"1,132 "	"1,288 "		
E1	연결	  전년동기대비(%)	2 	52 	-69 	86 	-7 	14 	-94 	21 
E1	연결	  컨센서스대비(%)		-4 		-	-	-		
E8	연결	매출액(억원)	3 	37 	23 					
E8	연결	  전년동기대비(%)	56 	"1,086 "	-38 					
E8	연결	  컨센서스대비(%)				-	-	-		
E8	연결	영업이익(억원)	-77 	-53 	-106 					
E8	연결	  전년동기대비(%)	적지	적지	적지					
E8	연결	  컨센서스대비(%)				-	-	-		
E8	연결	당기순이익(억원)	-81 	-64 	-108 					
E8	연결	  전년동기대비(%)	적지	적지	적지					
E8	연결	  컨센서스대비(%)				-	-	-		
EDGC	연결	매출액(억원)	942 	885 	306 					
EDGC	연결	  전년동기대비(%)	6 	-6 	-65 					
EDGC	연결	  컨센서스대비(%)				-	-	-		
EDGC	연결	영업이익(억원)	-95 	-94 	-126 					
EDGC	연결	  전년동기대비(%)	적지	적지	적지					
EDGC	연결	  컨센서스대비(%)				-	-	-		
EDGC	연결	당기순이익(억원)	-299 	-330 	-456 					
EDGC	연결	  전년동기대비(%)	적지	적지	적지					
EDGC	연결	  컨센서스대비(%)				-	-	-		
EG	연결	매출액(억원)	702 	618 	652 					
EG	연결	  전년동기대비(%)	-27 	-12 	6 					
EG	연결	  컨센서스대비(%)				-	-	-		
EG	연결	영업이익(억원)	-86 	-144 	-55 					
EG	연결	  전년동기대비(%)	적전	적지	적지					
EG	연결	  컨센서스대비(%)				-	-	-		
EG	연결	당기순이익(억원)	-113 	-206 	-67 					
EG	연결	  전년동기대비(%)	적전	적지	적지					
EG	연결	  컨센서스대비(%)				-	-	-		
EMB	연결	매출액(억원)	243 	243 	277 					
EMB	연결	  전년동기대비(%)	4 	0 	14 					
EMB	연결	  컨센서스대비(%)				-	-	-		
EMB	연결	영업이익(억원)	18 	8 	6 					
EMB	연결	  전년동기대비(%)	26 	-56 	-25 					
EMB	연결	  컨센서스대비(%)				-	-	-		
EMB	연결	당기순이익(억원)	-5 	29 	25 					
EMB	연결	  전년동기대비(%)	적전	흑전	-14 					
EMB	연결	  컨센서스대비(%)				-	-	-		
ES큐브	연결	매출액(억원)	752 	633 	162 					
ES큐브	연결	  전년동기대비(%)	45 	-16 	-74 					
ES큐브	연결	  컨센서스대비(%)				-	-	-		
ES큐브	연결	영업이익(억원)	153 	108 	-37 					
ES큐브	연결	  전년동기대비(%)	126 	-30 	적전					
ES큐브	연결	  컨센서스대비(%)				-	-	-		
ES큐브	연결	당기순이익(억원)	247 	-279 	9 					
ES큐브	연결	  전년동기대비(%)	359 	적전	흑전					
ES큐브	연결	  컨센서스대비(%)				-	-	-		
F&F	연결	매출액(억원)	"18,089 "	"19,785 "	"18,960 "	"19,989 "	"21,251 "	"22,227 "		
F&F	연결	  전년동기대비(%)	66 	9 	-4 	5 	6 	5 		
F&F	연결	  컨센서스대비(%)	-4 	-1 	-0 	-	-	-		
F&F	연결	영업이익(억원)	"5,249 "	"5,518 "	"4,507 "	"4,792 "	"5,204 "	"5,561 "		
F&F	연결	  전년동기대비(%)	63 	5 	-18 	6 	9 	7 		
F&F	연결	  컨센서스대비(%)	-7 	-4 	1 	-	-	-		
F&F	연결	당기순이익(억원)	"4,427 "	"4,250 "	"3,560 "	"3,762 "	"4,129 "	"4,456 "		
F&F	연결	  전년동기대비(%)	96 	-4 	-16 	6 	10 	8 		
F&F	연결	  컨센서스대비(%)	5 	-6 	3 	-	-	-		
F&F홀딩스	연결	매출액(억원)	"18,168 "	"19,863 "	"18,983 "					
F&F홀딩스	연결	  전년동기대비(%)	150 	9 	-4 					
F&F홀딩스	연결	  컨센서스대비(%)				-	-	-		
F&F홀딩스	연결	영업이익(억원)	"4,862 "	"5,144 "	"4,164 "					
F&F홀딩스	연결	  전년동기대비(%)	132 	6 	-19 					
F&F홀딩스	연결	  컨센서스대비(%)				-	-	-		
F&F홀딩스	연결	당기순이익(억원)	"4,176 "	"3,936 "	"3,220 "					
F&F홀딩스	연결	  전년동기대비(%)	-79 	-6 	-18 					
F&F홀딩스	연결	  컨센서스대비(%)				-	-	-		
FSN	연결	매출액(억원)	"1,765 "	"1,756 "	"2,656 "					
FSN	연결	  전년동기대비(%)	-17 	-1 	51 					
FSN	연결	  컨센서스대비(%)		-17 		-	-	-		
FSN	연결	영업이익(억원)	-21 	-60 	8 					
FSN	연결	  전년동기대비(%)	적전	적지	흑전					
FSN	연결	  컨센서스대비(%)		적전		-	-	-		
FSN	연결	당기순이익(억원)	-127 	-248 	-609 					
FSN	연결	  전년동기대비(%)	적전	적지	적지					
FSN	연결	  컨센서스대비(%)		적지		-	-	-		
GH신소재	연결	매출액(억원)	869 	828 	837 					
GH신소재	연결	  전년동기대비(%)	30 	-5 	1 					
GH신소재	연결	  컨센서스대비(%)				-	-	-		
GH신소재	연결	영업이익(억원)	32 	45 	77 					
GH신소재	연결	  전년동기대비(%)	46 	39 	72 					
GH신소재	연결	  컨센서스대비(%)				-	-	-		
GH신소재	연결	당기순이익(억원)	44 	27 	62 					
GH신소재	연결	  전년동기대비(%)	85 	-38 	127 					
GH신소재	연결	  컨센서스대비(%)				-	-	-		
GKL	연결	매출액(억원)	"2,621 "	"3,967 "	"3,964 "	"4,492 "	"4,801 "	"5,029 "		
GKL	연결	  전년동기대비(%)	208 	51 	-0 	13 	7 	5 	-6 	-2 
GKL	연결	  컨센서스대비(%)	-0 	-4 	0 	-	-	-		
GKL	연결	영업이익(억원)	-139 	510 	383 	681 	746 	846 		
GKL	연결	  전년동기대비(%)	적지	흑전	-25 	78 	10 	13 	-68 	4 
GKL	연결	  컨센서스대비(%)	적지	-25 	-15 	-	-	-		
GKL	연결	당기순이익(억원)	-227 	438 	331 	562 	616 	697 		
GKL	연결	  전년동기대비(%)	적지	흑전	-25 	70 	10 	13 	-60 	4 
GKL	연결	  컨센서스대비(%)	적지	-24 	-11 	-	-	-		
GRT	연결	매출액(억원)								
GRT	연결	  전년동기대비(%)								
GRT	연결	  컨센서스대비(%)								
GRT	연결	영업이익(억원)								
GRT	연결	  전년동기대비(%)								
GRT	연결	  컨센서스대비(%)								
GRT	연결	당기순이익(억원)								
GRT	연결	  전년동기대비(%)								
GRT	연결	  컨센서스대비(%)								
GS	연결	매출액(억원)	"285,825 "	"259,785 "	"252,975 "	"251,187 "	"259,798 "	"267,843 "		
GS	연결	  전년동기대비(%)	42 	-9 	-3 	-1 	3 	3 		
GS	연결	  컨센서스대비(%)	0 	-1 	0 	-	-	-		
GS	연결	영업이익(억원)	"51,202 "	"37,218 "	"30,602 "	"28,244 "	"28,628 "	"30,203 "		
GS	연결	  전년동기대비(%)	93 	-27 	-18 	-8 	1 	6 		
GS	연결	  컨센서스대비(%)	3 	-0 	-0 	-	-	-		
GS	연결	당기순이익(억원)	"24,827 "	"15,787 "	"8,635 "	"8,979 "	"9,138 "	"9,707 "		
GS	연결	  전년동기대비(%)	54 	-36 	-45 	4 	2 	6 		
GS	연결	  컨센서스대비(%)	-25 	-20 	-15 	-	-	-		
GST	연결	매출액(억원)	"3,128 "	"2,792 "	"3,462 "					
GST	연결	  전년동기대비(%)	3 	-11 	24 					
GST	연결	  컨센서스대비(%)	2 			-	-	-		
GST	연결	영업이익(억원)	569 	425 	591 					
GST	연결	  전년동기대비(%)	23 	-25 	39 					
GST	연결	  컨센서스대비(%)	3 			-	-	-		
GST	연결	당기순이익(억원)	476 	369 	459 					
GST	연결	  전년동기대비(%)	22 	-22 	24 					
GST	연결	  컨센서스대비(%)	-2 			-	-	-		
GS건설	연결	매출액(억원)	"122,992 "	"134,367 "	"128,638 "	"125,486 "	"130,983 "	"137,269 "		
GS건설	연결	  전년동기대비(%)	36 	9 	-4 	-2 	4 	5 		
GS건설	연결	  컨센서스대비(%)	7 	-1 	1 	-	-	-		
GS건설	연결	영업이익(억원)	"5,548 "	"-3,879 "	"2,860 "	"4,084 "	"5,813 "	"6,998 "		
GS건설	연결	  전년동기대비(%)	-14 	적전	흑전	43 	42 	20 	-0 	-22 
GS건설	연결	  컨센서스대비(%)	-3 	적지	-9 	-	-	-		
GS건설	연결	당기순이익(억원)	"4,412 "	"-4,195 "	"2,639 "	"2,208 "	"3,860 "	"4,613 "		
GS건설	연결	  전년동기대비(%)	3 	적전	흑전	-16 	75 	20 		
GS건설	연결	  컨센서스대비(%)	-21 	적지	-17 	-	-	-		
GS글로벌	연결	매출액(억원)	"50,709 "	"39,165 "	"40,665 "					
GS글로벌	연결	  전년동기대비(%)	32 	-23 	4 					
GS글로벌	연결	  컨센서스대비(%)			2 	-	-	-		
GS글로벌	연결	영업이익(억원)	705 	765 	779 					
GS글로벌	연결	  전년동기대비(%)	81 	9 	2 					
GS글로벌	연결	  컨센서스대비(%)			-9 	-	-	-		
GS글로벌	연결	당기순이익(억원)	681 	261 	561 					
GS글로벌	연결	  전년동기대비(%)	209 	-62 	115 					
GS글로벌	연결	  컨센서스대비(%)			-14 	-	-	-		
GS리테일	연결	매출액(억원)	"110,319 "	"111,341 "	"116,269 "	"119,524 "	"123,435 "	"127,025 "		
GS리테일	연결	  전년동기대비(%)	14 	1 	4 	3 	3 	3 		
GS리테일	연결	  컨센서스대비(%)	-1 	-5 	0 	-	-	-		
GS리테일	연결	영업이익(억원)	"3,602 "	"2,918 "	"2,391 "	"2,532 "	"2,872 "	"3,110 "		
GS리테일	연결	  전년동기대비(%)	64 	-19 	-18 	6 	13 	8 		
GS리테일	연결	  컨센서스대비(%)	66 	-19 	-13 	-	-	-		
GS리테일	연결	당기순이익(억원)	476 	221 	98 	"1,266 "	"1,609 "	"1,818 "		
GS리테일	연결	  전년동기대비(%)	-94 	-53 	-56 	"1,193 "	27 	13 	"-1,166 "	-14 
GS리테일	연결	  컨센서스대비(%)	-53 	-88 	-83 	-	-	-		
GS피앤엘	연결	매출액(억원)			383 					
GS피앤엘	연결	  전년동기대비(%)								
GS피앤엘	연결	  컨센서스대비(%)				-	-	-		
GS피앤엘	연결	영업이익(억원)			-0 					
GS피앤엘	연결	  전년동기대비(%)								
GS피앤엘	연결	  컨센서스대비(%)				-	-	-		
GS피앤엘	연결	당기순이익(억원)			-11 					
GS피앤엘	연결	  전년동기대비(%)								
GS피앤엘	연결	  컨센서스대비(%)				-	-	-		
HANATOURIST	연결	매출액(억원)	52 	140 	187 					
HANATOURIST	연결	  전년동기대비(%)	251 	170 	33 					
HANATOURIST	연결	  컨센서스대비(%)				-	-	-		
HANATOURIST	연결	영업이익(억원)	-12 	15 	22 					
HANATOURIST	연결	  전년동기대비(%)	적지	흑전	50 					
HANATOURIST	연결	  컨센서스대비(%)				-	-	-		
HANATOURIST	연결	당기순이익(억원)	-9 	10 	23 					
HANATOURIST	연결	  전년동기대비(%)	적지	흑전	142 					
HANATOURIST	연결	  컨센서스대비(%)				-	-	-		
HB솔루션	연결	매출액(억원)	"1,876 "	962 	"1,315 "					
HB솔루션	연결	  전년동기대비(%)	301 	-49 	37 					
HB솔루션	연결	  컨센서스대비(%)	-3 			-	-	-		
HB솔루션	연결	영업이익(억원)	271 	68 	193 					
HB솔루션	연결	  전년동기대비(%)	"3,961 "	-75 	186 					
HB솔루션	연결	  컨센서스대비(%)	-4 			-	-	-		
HB솔루션	연결	당기순이익(억원)	436 	756 	-208 					
HB솔루션	연결	  전년동기대비(%)	616 	73 	적전					
HB솔루션	연결	  컨센서스대비(%)	-25 			-	-	-		
HB인베스트먼트	연결	영업수익(억원)	159 	205 	152 					
HB인베스트먼트	연결	  전년동기대비(%)	39 	29 	-26 					
HB인베스트먼트	연결	  컨센서스대비(%)				-	-	-		
HB인베스트먼트	연결	영업이익(억원)	93 	106 	65 					
HB인베스트먼트	연결	  전년동기대비(%)	20 	14 	-39 					
HB인베스트먼트	연결	  컨센서스대비(%)				-	-	-		
HB인베스트먼트	연결	당기순이익(억원)	75 	89 	60 					
HB인베스트먼트	연결	  전년동기대비(%)	23 	19 	-32 					
HB인베스트먼트	연결	  컨센서스대비(%)				-	-	-		
HB테크놀러지	연결	매출액(억원)	"1,481 "	"1,116 "	"1,624 "					
HB테크놀러지	연결	  전년동기대비(%)	-7 	-25 	45 					
HB테크놀러지	연결	  컨센서스대비(%)				-	-	-		
HB테크놀러지	연결	영업이익(억원)	69 	-221 	-165 					
HB테크놀러지	연결	  전년동기대비(%)	흑전	적전	적지					
HB테크놀러지	연결	  컨센서스대비(%)				-	-	-		
HB테크놀러지	연결	당기순이익(억원)	272 	793 	-516 					
HB테크놀러지	연결	  전년동기대비(%)	192 	191 	적전					
HB테크놀러지	연결	  컨센서스대비(%)				-	-	-		
HDC	연결	매출액(억원)	"50,449 "	"59,083 "	"62,003 "	"67,967 "	"71,670 "			
HDC	연결	  전년동기대비(%)	6 	17 	5 	10 	5 			
HDC	연결	  컨센서스대비(%)				-	-	-		
HDC	연결	영업이익(억원)	"1,585 "	"3,126 "	"3,447 "	"5,873 "	"7,430 "			
HDC	연결	  전년동기대비(%)	-57 	97 	10 	70 	27 		-44 	-27 
HDC	연결	  컨센서스대비(%)				-	-	-		
HDC	연결	당기순이익(억원)	370 	"2,129 "	"2,603 "	"4,276 "	"5,340 "			
HDC	연결	  전년동기대비(%)	-84 	476 	22 	64 	25 		-39 	-25 
HDC	연결	  컨센서스대비(%)				-	-	-		
HDC랩스	연결	매출액(억원)	"6,107 "	"6,063 "	"6,288 "	"6,787 "	"7,180 "	"7,900 "		
HDC랩스	연결	  전년동기대비(%)	122 	-1 	4 	8 	6 	10 		
HDC랩스	연결	  컨센서스대비(%)		-1 	1 	-	-	-		
HDC랩스	연결	영업이익(억원)	123 	105 	64 	124 	122 	140 		
HDC랩스	연결	  전년동기대비(%)	27 	-15 	-39 	94 	-2 	15 	-95 	16 
HDC랩스	연결	  컨센서스대비(%)		-30 	56 	-	-	-		
HDC랩스	연결	당기순이익(억원)	124 	132 	190 	160 	180 	130 		
HDC랩스	연결	  전년동기대비(%)	37 	6 	44 	-16 	13 	-28 		
HDC랩스	연결	  컨센서스대비(%)			111 	-	-	-		
HDC현대EP	연결	매출액(억원)	"10,384 "	"10,081 "	"9,906 "					
HDC현대EP	연결	  전년동기대비(%)	21 	-3 	-2 					
HDC현대EP	연결	  컨센서스대비(%)				-	-	-		
HDC현대EP	연결	영업이익(억원)	226 	330 	327 					
HDC현대EP	연결	  전년동기대비(%)	-20 	46 	-1 					
HDC현대EP	연결	  컨센서스대비(%)				-	-	-		
HDC현대EP	연결	당기순이익(억원)	104 	173 	159 					
HDC현대EP	연결	  전년동기대비(%)	1 	66 	-8 					
HDC현대EP	연결	  컨센서스대비(%)				-	-	-		
HDC현대산업개발	연결	매출액(억원)	"32,983 "	"41,908 "	"42,562 "	"41,854 "	"46,300 "	"50,225 "		
HDC현대산업개발	연결	  전년동기대비(%)	-2 	27 	2 	-2 	11 	8 		
HDC현대산업개발	연결	  컨센서스대비(%)		3 	-0 	-	-	-		
HDC현대산업개발	연결	영업이익(억원)	"1,164 "	"1,953 "	"1,846 "	"3,133 "	"4,505 "	"5,440 "		
HDC현대산업개발	연결	  전년동기대비(%)	-57 	68 	-5 	70 	44 	21 	-26 	-23 
HDC현대산업개발	연결	  컨센서스대비(%)		9 	-7 	-	-	-		
HDC현대산업개발	연결	당기순이익(억원)	502 	"1,729 "	"1,557 "	"2,552 "	"3,640 "	"4,334 "		
HDC현대산업개발	연결	  전년동기대비(%)	-72 	244 	-10 	64 	43 	19 	-21 	-24 
HDC현대산업개발	연결	  컨센서스대비(%)		8 	-2 	-	-	-		
HD한국조선해양	연결	매출액(억원)	"173,020 "	"212,962 "	"255,386 "	"289,783 "	"320,251 "	"351,583 "		
HD한국조선해양	연결	  전년동기대비(%)	12 	23 	20 	13 	11 	10 	-3 	-1 
HD한국조선해양	연결	  컨센서스대비(%)	-4 	-0 	0 	-	-	-		
HD한국조선해양	연결	영업이익(억원)	"-3,556 "	"2,823 "	"14,341 "	"36,281 "	"44,825 "	"54,728 "		
HD한국조선해양	연결	  전년동기대비(%)	적지	흑전	408 	153 	24 	22 	-129 	-1 
HD한국조선해양	연결	  컨센서스대비(%)	적지	-5 	-1 	-	-	-		
HD한국조선해양	연결	당기순이익(억원)	"-2,952 "	"1,449 "	"14,546 "	"26,758 "	"34,201 "	"42,167 "		
HD한국조선해양	연결	  전년동기대비(%)	적지	흑전	904 	84 	28 	23 	-56 	-5 
HD한국조선해양	연결	  컨센서스대비(%)	적전	-56 	33 	-	-	-		
HD현대	연결	매출액(억원)	"608,497 "	"613,313 "	"677,656 "	"696,376 "	"732,738 "	"770,296 "		
HD현대	연결	  전년동기대비(%)	115 	1 	10 	3 	5 	5 		
HD현대	연결	  컨센서스대비(%)	0 	-1 	0 	-	-	-		
HD현대	연결	영업이익(억원)	"33,870 "	"20,316 "	"29,832 "	"49,158 "	"56,915 "	"62,410 "		
