기업	구분	항목	"44,896 "	"45,261 "	"45,627 "	2025/12(E)	2026/12(E)	2027/12(E)	ㅁ	ㅇ
퀄리타스반도체	연결	  전년동기대비(%)	적지	적지	적지					
퀄리타스반도체	연결	  컨센서스대비(%)				-	-	-		
큐라켐	연결	매출액(억원)	60 	69 	54 					
큐라켐	연결	  전년동기대비(%)		14 	-22 					
큐라켐	연결	  컨센서스대비(%)				-	-	-		
큐라켐	연결	영업이익(억원)	11 	10 	-4 					
큐라켐	연결	  전년동기대비(%)		-11 	적전					
큐라켐	연결	  컨센서스대비(%)				-	-	-		
큐라켐	연결	당기순이익(억원)	8 	7 	-3 					
큐라켐	연결	  전년동기대비(%)		-13 	적전					
큐라켐	연결	  컨센서스대비(%)				-	-	-		
큐라클	연결	매출액(억원)	36 	103 	16 					
큐라클	연결	  전년동기대비(%)	-43 	187 	-84 					
큐라클	연결	  컨센서스대비(%)				-	-	-		
큐라클	연결	영업이익(억원)	-120 	-105 	-126 					
큐라클	연결	  전년동기대비(%)	적지	적지	적지					
큐라클	연결	  컨센서스대비(%)				-	-	-		
큐라클	연결	당기순이익(억원)	-114 	-116 	-149 					
큐라클	연결	  전년동기대비(%)	적지	적지	적지					
큐라클	연결	  컨센서스대비(%)				-	-	-		
큐라티스	연결	매출액(억원)	75 	10 	4 					
큐라티스	연결	  전년동기대비(%)	374 	-86 	-64 					
큐라티스	연결	  컨센서스대비(%)				-	-	-		
큐라티스	연결	영업이익(억원)	-233 	-169 	-197 					
큐라티스	연결	  전년동기대비(%)	적지	적지	적지					
큐라티스	연결	  컨센서스대비(%)				-	-	-		
큐라티스	연결	당기순이익(억원)	-372 	-170 	-263 					
큐라티스	연결	  전년동기대비(%)	적지	적지	적지					
큐라티스	연결	  컨센서스대비(%)				-	-	-		
큐러블	연결	매출액(억원)	4 	2 	15 					
큐러블	연결	  전년동기대비(%)	-68 	-45 	608 					
큐러블	연결	  컨센서스대비(%)				-	-	-		
큐러블	연결	영업이익(억원)	-31 	-61 	-30 					
큐러블	연결	  전년동기대비(%)	적지	적지	적지					
큐러블	연결	  컨센서스대비(%)				-	-	-		
큐러블	연결	당기순이익(억원)	-14 	-78 	-35 					
큐러블	연결	  전년동기대비(%)	적지	적지	적지					
큐러블	연결	  컨센서스대비(%)				-	-	-		
큐렉소	연결	매출액(억원)	650 	729 	555 					
큐렉소	연결	  전년동기대비(%)	52 	12 	-24 					
큐렉소	연결	  컨센서스대비(%)				-	-	-		
큐렉소	연결	영업이익(억원)	11 	11 	-58 					
큐렉소	연결	  전년동기대비(%)	흑전	2 	적전					
큐렉소	연결	  컨센서스대비(%)				-	-	-		
큐렉소	연결	당기순이익(억원)	-30 	-49 	-88 					
큐렉소	연결	  전년동기대비(%)	적지	적지	적지					
큐렉소	연결	  컨센서스대비(%)				-	-	-		
큐로셀	연결	매출액(억원)								
큐로셀	연결	  전년동기대비(%)								
큐로셀	연결	  컨센서스대비(%)				-	-	-		
큐로셀	연결	영업이익(억원)	-214 	-311 	-366 					
큐로셀	연결	  전년동기대비(%)	적지	적지	적지					
큐로셀	연결	  컨센서스대비(%)				-	-	-		
큐로셀	연결	당기순이익(억원)	-389 	-296 	-382 					
큐로셀	연결	  전년동기대비(%)	적지	적지	적지					
큐로셀	연결	  컨센서스대비(%)				-	-	-		
큐로홀딩스	연결	매출액(억원)	675 	798 	611 					
큐로홀딩스	연결	  전년동기대비(%)	11 	18 	-23 					
큐로홀딩스	연결	  컨센서스대비(%)				-	-	-		
큐로홀딩스	연결	영업이익(억원)	15 	7 	-27 					
큐로홀딩스	연결	  전년동기대비(%)	-26 	-54 	적전					
큐로홀딩스	연결	  컨센서스대비(%)				-	-	-		
큐로홀딩스	연결	당기순이익(억원)	-49 	-84 	-167 					
큐로홀딩스	연결	  전년동기대비(%)	적지	적지	적지					
큐로홀딩스	연결	  컨센서스대비(%)				-	-	-		
큐리언트	연결	매출액(억원)	85 	90 	92 					
큐리언트	연결	  전년동기대비(%)	73 	7 	2 					
큐리언트	연결	  컨센서스대비(%)				-	-	-		
큐리언트	연결	영업이익(억원)	-275 	-232 	-275 					
큐리언트	연결	  전년동기대비(%)	적지	적지	적지					
큐리언트	연결	  컨센서스대비(%)				-	-	-		
큐리언트	연결	당기순이익(억원)	-271 	-222 	-245 					
큐리언트	연결	  전년동기대비(%)	적지	적지	적지					
큐리언트	연결	  컨센서스대비(%)				-	-	-		
큐리옥스바이오시스템즈	연결	매출액(억원)	72 	68 	46 	53 				
큐리옥스바이오시스템즈	연결	  전년동기대비(%)	31 	-6 	-32 	16 			-16 	0 
큐리옥스바이오시스템즈	연결	  컨센서스대비(%)			-21 	-	-	-		
큐리옥스바이오시스템즈	연결	영업이익(억원)	-114 	-106 	-134 	-141 				
큐리옥스바이오시스템즈	연결	  전년동기대비(%)	적지	적지	적지	적지				
큐리옥스바이오시스템즈	연결	  컨센서스대비(%)			적지	-	-	-		
큐리옥스바이오시스템즈	연결	당기순이익(억원)	-115 	-100 	-81 	-104 				
큐리옥스바이오시스템즈	연결	  전년동기대비(%)	적지	적지	적지	적지				
큐리옥스바이오시스템즈	연결	  컨센서스대비(%)			적지	-	-	-		
큐브엔터	연결	매출액(억원)	"1,206 "	"1,423 "	"2,183 "	"2,113 "	"2,519 "	"2,906 "		
큐브엔터	연결	  전년동기대비(%)	68 	18 	53 	-3 	19 	15 		
큐브엔터	연결	  컨센서스대비(%)	3 	-1 		-	-	-		
큐브엔터	연결	영업이익(억원)	69 	154 	166 	57 	184 	237 		
큐브엔터	연결	  전년동기대비(%)	486 	123 	7 	-66 	223 	29 		
큐브엔터	연결	  컨센서스대비(%)	-5 	3 		-	-	-		
큐브엔터	연결	당기순이익(억원)	61 	112 	166 					
큐브엔터	연결	  전년동기대비(%)	흑전	84 	48 					
큐브엔터	연결	  컨센서스대비(%)	7 			-	-	-		
큐알티	연결	매출액(억원)	596 	533 	653 					
큐알티	연결	  전년동기대비(%)	-17 	-11 	23 					
큐알티	연결	  컨센서스대비(%)		-1 		-	-	-		
큐알티	연결	영업이익(억원)	103 	8 	48 					
큐알티	연결	  전년동기대비(%)	-38 	-93 	534 					
큐알티	연결	  컨센서스대비(%)		-74 		-	-	-		
큐알티	연결	당기순이익(억원)	64 	26 	29 					
큐알티	연결	  전년동기대비(%)	-48 	-59 	9 					
큐알티	연결	  컨센서스대비(%)		-24 		-	-	-		
큐에스아이	연결	매출액(억원)	227 	187 	214 					
큐에스아이	연결	  전년동기대비(%)	-23 	-18 	14 					
큐에스아이	연결	  컨센서스대비(%)				-	-	-		
큐에스아이	연결	영업이익(억원)	18 	-42 	12 					
큐에스아이	연결	  전년동기대비(%)	-32 	적전	흑전					
큐에스아이	연결	  컨센서스대비(%)				-	-	-		
큐에스아이	연결	당기순이익(억원)	70 	27 	33 					
큐에스아이	연결	  전년동기대비(%)	350 	-61 	20 					
큐에스아이	연결	  컨센서스대비(%)				-	-	-		
큐엠씨	연결	매출액(억원)	148 	102 	72 					
큐엠씨	연결	  전년동기대비(%)	41 	-31 	-29 					
큐엠씨	연결	  컨센서스대비(%)				-	-	-		
큐엠씨	연결	영업이익(억원)	-25 	-46 	-20 					
큐엠씨	연결	  전년동기대비(%)	적지	적지	적지					
큐엠씨	연결	  컨센서스대비(%)				-	-	-		
큐엠씨	연결	당기순이익(억원)	-24 	-62 	-34 					
큐엠씨	연결	  전년동기대비(%)	적지	적지	적지					
큐엠씨	연결	  컨센서스대비(%)				-	-	-		
큐캐피탈	연결	순영업수익(억원)	72 	251 	141 					
큐캐피탈	연결	  전년동기대비(%)	-37 	247 	-44 					
큐캐피탈	연결	  컨센서스대비(%)				-	-	-		
큐캐피탈	연결	영업이익(억원)	-42 	105 	28 					
큐캐피탈	연결	  전년동기대비(%)	적전	흑전	-73 					
큐캐피탈	연결	  컨센서스대비(%)				-	-	-		
큐캐피탈	연결	당기순이익(억원)	-67 	71 	18 					
큐캐피탈	연결	  전년동기대비(%)	적지	흑전	-75 					
큐캐피탈	연결	  컨센서스대비(%)				-	-	-		
크라우드웍스	연결	매출액(억원)	119 	240 	120 					
크라우드웍스	연결	  전년동기대비(%)	37 	102 	-50 					
크라우드웍스	연결	  컨센서스대비(%)				-	-	-		
크라우드웍스	연결	영업이익(억원)	-63 	-18 	-117 					
크라우드웍스	연결	  전년동기대비(%)	적지	적지	적지					
크라우드웍스	연결	  컨센서스대비(%)				-	-	-		
크라우드웍스	연결	당기순이익(억원)	-134 	-96 	-92 					
크라우드웍스	연결	  전년동기대비(%)	적지	적지	적지					
크라우드웍스	연결	  컨센서스대비(%)				-	-	-		
크라운제과	연결	매출액(억원)	"4,136 "	"4,347 "	"4,381 "					
크라운제과	연결	  전년동기대비(%)	9 	5 	1 					
크라운제과	연결	  컨센서스대비(%)				-	-	-		
크라운제과	연결	영업이익(억원)	176 	284 	210 					
크라운제과	연결	  전년동기대비(%)	11 	62 	-26 					
크라운제과	연결	  컨센서스대비(%)				-	-	-		
크라운제과	연결	당기순이익(억원)	271 	235 	168 					
크라운제과	연결	  전년동기대비(%)	107 	-13 	-28 					
크라운제과	연결	  컨센서스대비(%)				-	-	-		
크라운해태홀딩스	연결	매출액(억원)	"9,791 "	"10,355 "	"10,469 "					
크라운해태홀딩스	연결	  전년동기대비(%)	5 	6 	1 					
크라운해태홀딩스	연결	  컨센서스대비(%)				-	-	-		
크라운해태홀딩스	연결	영업이익(억원)	384 	710 	676 					
크라운해태홀딩스	연결	  전년동기대비(%)	-2 	85 	-5 					
크라운해태홀딩스	연결	  컨센서스대비(%)				-	-	-		
크라운해태홀딩스	연결	당기순이익(억원)	238 	413 	436 					
크라운해태홀딩스	연결	  전년동기대비(%)	112 	74 	6 					
크라운해태홀딩스	연결	  컨센서스대비(%)				-	-	-		
크래프톤	연결	매출액(억원)	"18,540 "	"19,106 "	"27,098 "	"32,246 "	"36,737 "	"39,966 "		
크래프톤	연결	  전년동기대비(%)	-2 	3 	42 	19 	14 	9 	-5 	-5 
크래프톤	연결	  컨센서스대비(%)	1 	5 	-2 	-	-	-		
크래프톤	연결	영업이익(억원)	"7,516 "	"7,680 "	"11,825 "	"14,259 "	"15,950 "	"17,186 "		
크래프톤	연결	  전년동기대비(%)	16 	2 	54 	21 	12 	8 	-9 	-4 
크래프톤	연결	  컨센서스대비(%)	5 	8 	-4 	-	-	-		
크래프톤	연결	당기순이익(억원)	"5,002 "	"5,941 "	"13,026 "	"11,905 "	"13,313 "	"14,070 "		
크래프톤	연결	  전년동기대비(%)	-4 	19 	119 	-9 	12 	6 		
크래프톤	연결	  컨센서스대비(%)	-34 	-12 	29 	-	-	-		
크레버스	연결	매출액(억원)	"2,275 "	"2,335 "	"2,282 "					
크레버스	연결	  전년동기대비(%)	8 	3 	-2 					
크레버스	연결	  컨센서스대비(%)				-	-	-		
크레버스	연결	영업이익(억원)	257 	252 	103 					
크레버스	연결	  전년동기대비(%)	-18 	-2 	-59 					
크레버스	연결	  컨센서스대비(%)				-	-	-		
크레버스	연결	당기순이익(억원)	48 	153 	66 					
크레버스	연결	  전년동기대비(%)	-74 	218 	-57 					
크레버스	연결	  컨센서스대비(%)				-	-	-		
크레오에스지	연결	매출액(억원)	98 	98 	82 					
크레오에스지	연결	  전년동기대비(%)	13 	-0 	-16 					
크레오에스지	연결	  컨센서스대비(%)				-	-	-		
크레오에스지	연결	영업이익(억원)	-61 	-37 	-57 					
크레오에스지	연결	  전년동기대비(%)	적지	적지	적지					
크레오에스지	연결	  컨센서스대비(%)				-	-	-		
크레오에스지	연결	당기순이익(억원)	-131 	-135 	-139 					
크레오에스지	연결	  전년동기대비(%)	적지	적지	적지					
크레오에스지	연결	  컨센서스대비(%)				-	-	-		
크로넥스	연결	매출액(억원)	45 	47 	45 					
크로넥스	연결	  전년동기대비(%)	37 	4 	-3 					
크로넥스	연결	  컨센서스대비(%)				-	-	-		
크로넥스	연결	영업이익(억원)	-7 	-8 	-10 					
크로넥스	연결	  전년동기대비(%)	적지	적지	적지					
크로넥스	연결	  컨센서스대비(%)				-	-	-		
크로넥스	연결	당기순이익(억원)	-29 	-14 	-17 					
크로넥스	연결	  전년동기대비(%)	적지	적지	적지					
크로넥스	연결	  컨센서스대비(%)				-	-	-		
크리스에프앤씨	연결	매출액(억원)	"3,809 "	"3,670 "	"3,313 "	"3,284 "	"3,378 "			
크리스에프앤씨	연결	  전년동기대비(%)	1 	-4 	-10 	-1 	3 			
크리스에프앤씨	연결	  컨센서스대비(%)		1 		-	-	-		
크리스에프앤씨	연결	영업이익(억원)	785 	461 	121 	242 	370 			
크리스에프앤씨	연결	  전년동기대비(%)	-10 	-41 	-74 	99 	53 		-46 	-53 
크리스에프앤씨	연결	  컨센서스대비(%)		-2 		-	-	-		
크리스에프앤씨	연결	당기순이익(억원)	264 	232 	-251 	106 	226 			
크리스에프앤씨	연결	  전년동기대비(%)	-61 	-12 	적전	흑전	113 			
크리스에프앤씨	연결	  컨센서스대비(%)		-20 		-	-	-		
크리스탈신소재	연결	매출액(억원)	780 	637 	982 					
크리스탈신소재	연결	  전년동기대비(%)	25 	-18 	54 					
크리스탈신소재	연결	  컨센서스대비(%)				-	-	-		
크리스탈신소재	연결	영업이익(억원)	193 	163 	188 					
크리스탈신소재	연결	  전년동기대비(%)	30 	-15 	16 					
크리스탈신소재	연결	  컨센서스대비(%)				-	-	-		
크리스탈신소재	연결	당기순이익(억원)	154 	92 	85 					
크리스탈신소재	연결	  전년동기대비(%)	58 	-40 	-8 					
크리스탈신소재	연결	  컨센서스대비(%)				-	-	-		
크린앤사이언스	연결	매출액(억원)	860 	925 	846 					
크린앤사이언스	연결	  전년동기대비(%)	-29 	8 	-9 					
크린앤사이언스	연결	  컨센서스대비(%)				-	-	-		
크린앤사이언스	연결	영업이익(억원)	-109 	9 	-8 					
크린앤사이언스	연결	  전년동기대비(%)	적지	흑전	적전					
크린앤사이언스	연결	  컨센서스대비(%)				-	-	-		
크린앤사이언스	연결	당기순이익(억원)	-163 	9 	-74 					
크린앤사이언스	연결	  전년동기대비(%)	적지	흑전	적전					
크린앤사이언스	연결	  컨센서스대비(%)				-	-	-		
클래시스	연결	매출액(억원)	"1,418 "	"1,801 "	"2,429 "	"3,542 "	"4,409 "	"5,529 "		
클래시스	연결	  전년동기대비(%)	41 	27 	35 	46 	25 	25 	-21 	1 
클래시스	연결	  컨센서스대비(%)	1 	-2 	1 	-	-	-		
클래시스	연결	영업이익(억원)	689 	896 	"1,224 "	"1,813 "	"2,218 "	"2,824 "		
클래시스	연결	  전년동기대비(%)	33 	30 	37 	48 	22 	27 	-26 	5 
클래시스	연결	  컨센서스대비(%)	1 	-4 	2 	-	-	-		
클래시스	연결	당기순이익(억원)	754 	742 	975 	"1,455 "	"1,803 "	"2,286 "		
클래시스	연결	  전년동기대비(%)	72 	-2 	31 	49 	24 	27 	-25 	3 
클래시스	연결	  컨센서스대비(%)	25 	-6 	-1 	-	-	-		
클로봇	연결	매출액(억원)	210 	242 	334 	654 	879 			
클로봇	연결	  전년동기대비(%)		16 	38 	96 	34 		-61 	-34 
클로봇	연결	  컨센서스대비(%)				-	-	-		
클로봇	연결	영업이익(억원)	-22 	-58 	-75 	46 	130 			
클로봇	연결	  전년동기대비(%)		적지	적지	흑전	183 			
클로봇	연결	  컨센서스대비(%)				-	-	-		
클로봇	연결	당기순이익(억원)	-53 	-224 	-67 					
클로봇	연결	  전년동기대비(%)		적지	적지					
클로봇	연결	  컨센서스대비(%)				-	-	-		
클리오	연결	매출액(억원)	"2,725 "	"3,306 "	"3,514 "	"3,748 "	"4,076 "	"3,870 "		
클리오	연결	  전년동기대비(%)	17 	21 	6 	7 	9 	-5 		
클리오	연결	  컨센서스대비(%)	0 	0 		-	-	-		
클리오	연결	영업이익(억원)	179 	338 	246 	271 	336 	261 		
클리오	연결	  전년동기대비(%)	29 	89 	-27 	10 	24 	-22 	14 	-46 
클리오	연결	  컨센서스대비(%)	1 	3 		-	-	-		
클리오	연결	당기순이익(억원)	101 	273 	272 	206 	238 	229 		
클리오	연결	  전년동기대비(%)	9 	170 	-1 	-24 	15 	-4 		
클리오	연결	  컨센서스대비(%)	-8 	-2 		-	-	-		
키네마스터	연결	매출액(억원)	194 	168 	133 					
키네마스터	연결	  전년동기대비(%)	-18 	-14 	-21 					
키네마스터	연결	  컨센서스대비(%)				-	-	-		
키네마스터	연결	영업이익(억원)	-160 	19 	6 					
키네마스터	연결	  전년동기대비(%)	적지	흑전	-68 					
키네마스터	연결	  컨센서스대비(%)				-	-	-		
키네마스터	연결	당기순이익(억원)	-153 	26 	44 					
키네마스터	연결	  전년동기대비(%)	적지	흑전	68 					
키네마스터	연결	  컨센서스대비(%)				-	-	-		
키다리스튜디오	연결	매출액(억원)	"1,694 "	"1,710 "	"2,052 "					
키다리스튜디오	연결	  전년동기대비(%)	42 	1 	20 					
키다리스튜디오	연결	  컨센서스대비(%)	-2 	-0 		-	-	-		
키다리스튜디오	연결	영업이익(억원)	43 	-57 	22 					
키다리스튜디오	연결	  전년동기대비(%)	-38 	적전	흑전					
키다리스튜디오	연결	  컨센서스대비(%)	-61 	적지		-	-	-		
키다리스튜디오	연결	당기순이익(억원)	-25 	-356 	-72 					
키다리스튜디오	연결	  전년동기대비(%)	적전	적지	적지					
키다리스튜디오	연결	  컨센서스대비(%)	적전			-	-	-		
키스트론	연결	매출액(억원)	663 	559 	690 					
키스트론	연결	  전년동기대비(%)	"1,360 "	-16 	23 					
키스트론	연결	  컨센서스대비(%)				-	-	-		
키스트론	연결	영업이익(억원)	73 	37 	59 					
키스트론	연결	  전년동기대비(%)	492 	-49 	58 					
키스트론	연결	  컨센서스대비(%)				-	-	-		
키스트론	연결	당기순이익(억원)	78 	24 	88 					
키스트론	연결	  전년동기대비(%)	-59 	-70 	270 					
키스트론	연결	  컨센서스대비(%)				-	-	-		
키움제10호스팩	연결	영업수익(억원)								
키움제10호스팩	연결	  전년동기대비(%)								
키움제10호스팩	연결	  컨센서스대비(%)				-	-	-		
키움제10호스팩	연결	영업이익(억원)			-0 					
키움제10호스팩	연결	  전년동기대비(%)								
키움제10호스팩	연결	  컨센서스대비(%)				-	-	-		
키움제10호스팩	연결	당기순이익(억원)			-0 					
키움제10호스팩	연결	  전년동기대비(%)								
키움제10호스팩	연결	  컨센서스대비(%)				-	-	-		
키움제11호스팩	연결	영업수익(억원)								
키움제11호스팩	연결	  전년동기대비(%)								
키움제11호스팩	연결	  컨센서스대비(%)				-	-	-		
키움제11호스팩	연결	영업이익(억원)			-0 					
키움제11호스팩	연결	  전년동기대비(%)								
키움제11호스팩	연결	  컨센서스대비(%)				-	-	-		
키움제11호스팩	연결	당기순이익(억원)			-0 					
키움제11호스팩	연결	  전년동기대비(%)								
키움제11호스팩	연결	  컨센서스대비(%)				-	-	-		
키움제8호스팩	연결	영업수익(억원)								
키움제8호스팩	연결	  전년동기대비(%)								
키움제8호스팩	연결	  컨센서스대비(%)				-	-	-		
키움제8호스팩	연결	영업이익(억원)	-0 	-0 	-0 					
키움제8호스팩	연결	  전년동기대비(%)		적지	적지					
키움제8호스팩	연결	  컨센서스대비(%)				-	-	-		
키움제8호스팩	연결	당기순이익(억원)	-0 	1 	2 					
키움제8호스팩	연결	  전년동기대비(%)		흑전	89 					
키움제8호스팩	연결	  컨센서스대비(%)				-	-	-		
키움증권	연결	순영업수익(억원)	"12,687 "	"11,596 "	"18,459 "	"19,566 "	"20,467 "	"21,240 "		
키움증권	연결	  전년동기대비(%)	-31 	-9 	59 	6 	5 	4 		
키움증권	연결	  컨센서스대비(%)	-2 	-4 	-0 	-	-	-		
키움증권	연결	영업이익(억원)	"6,564 "	"5,647 "	"10,982 "	"11,595 "	"12,203 "	"12,673 "		
키움증권	연결	  전년동기대비(%)	-46 	-14 	95 	6 	5 	4 		
키움증권	연결	  컨센서스대비(%)	-4 	-13 	-5 	-	-	-		
키움증권	연결	당기순이익(억원)	"5,082 "	"4,407 "	"8,349 "	"8,711 "	"9,247 "	"9,632 "		
키움증권	연결	  전년동기대비(%)	-44 	-13 	89 	4 	6 	4 		
키움증권	연결	  컨센서스대비(%)	3 	1 	-4 	-	-	-		
키이스트	연결	매출액(억원)	620 	520 	758 					
키이스트	연결	  전년동기대비(%)	33 	-16 	46 					
키이스트	연결	  컨센서스대비(%)				-	-	-		
키이스트	연결	영업이익(억원)	-24 	-15 	7 					
키이스트	연결	  전년동기대비(%)	적전	적지	흑전					
키이스트	연결	  컨센서스대비(%)				-	-	-		
키이스트	연결	당기순이익(억원)	-17 	-54 	-110 					
키이스트	연결	  전년동기대비(%)	적지	적지	적지					
키이스트	연결	  컨센서스대비(%)				-	-	-		
킵스파마	연결	매출액(억원)	146 	921 	"1,276 "					
킵스파마	연결	  전년동기대비(%)	243 	530 	38 					
킵스파마	연결	  컨센서스대비(%)				-	-	-		
킵스파마	연결	영업이익(억원)	-86 	31 	62 					
킵스파마	연결	  전년동기대비(%)	적지	흑전	103 					
킵스파마	연결	  컨센서스대비(%)				-	-	-		
킵스파마	연결	당기순이익(억원)	-120 	35 	16 					
킵스파마	연결	  전년동기대비(%)	적지	흑전	-53 					
킵스파마	연결	  컨센서스대비(%)				-	-	-		
타스컴	연결	매출액(억원)	90 	78 	65 					
타스컴	연결	  전년동기대비(%)	-12 	-13 	-16 					
타스컴	연결	  컨센서스대비(%)				-	-	-		
타스컴	연결	영업이익(억원)	-46 	-40 	-15 					
타스컴	연결	  전년동기대비(%)	적지	적지	적지					
타스컴	연결	  컨센서스대비(%)				-	-	-		
타스컴	연결	당기순이익(억원)	-47 	-41 	-17 					
타스컴	연결	  전년동기대비(%)	적지	적지	적지					
타스컴	연결	  컨센서스대비(%)				-	-	-		
타이거일렉	연결	매출액(억원)	581 	486 	618 					
타이거일렉	연결	  전년동기대비(%)	15 	-16 	27 					
타이거일렉	연결	  컨센서스대비(%)				-	-	-		
타이거일렉	연결	영업이익(억원)	31 	-31 	-19 					
타이거일렉	연결	  전년동기대비(%)	35 	적전	적지					
타이거일렉	연결	  컨센서스대비(%)				-	-	-		
타이거일렉	연결	당기순이익(억원)	36 	-26 	3 					
타이거일렉	연결	  전년동기대비(%)	14 	적전	흑전					
타이거일렉	연결	  컨센서스대비(%)				-	-	-		
타이드	연결	매출액(억원)	68 	87 	61 					
타이드	연결	  전년동기대비(%)	-63 	27 	-30 					
타이드	연결	  컨센서스대비(%)				-	-	-		
타이드	연결	영업이익(억원)	-17 	-30 	-35 					
타이드	연결	  전년동기대비(%)	적전	적지	적지					
타이드	연결	  컨센서스대비(%)				-	-	-		
타이드	연결	당기순이익(억원)	-22 	-39 	-46 					
타이드	연결	  전년동기대비(%)	적전	적지	적지					
타이드	연결	  컨센서스대비(%)				-	-	-		
타임기술	연결	매출액(억원)	37 	58 	52 					
타임기술	연결	  전년동기대비(%)	19 	58 	-11 					
타임기술	연결	  컨센서스대비(%)				-	-	-		
타임기술	연결	영업이익(억원)	2 	6 	-13 					
타임기술	연결	  전년동기대비(%)	-14 	150 	적전					
타임기술	연결	  컨센서스대비(%)				-	-	-		
타임기술	연결	당기순이익(억원)	2 	4 	-15 					
타임기술	연결	  전년동기대비(%)	11 	134 	적전					
타임기술	연결	  컨센서스대비(%)				-	-	-		
타조엔터테인먼트	연결	매출액(억원)	73 	116 	132 					
타조엔터테인먼트	연결	  전년동기대비(%)		58 	14 					
타조엔터테인먼트	연결	  컨센서스대비(%)				-	-	-		
타조엔터테인먼트	연결	영업이익(억원)	19 	16 	13 					
타조엔터테인먼트	연결	  전년동기대비(%)		-17 	-17 					
타조엔터테인먼트	연결	  컨센서스대비(%)				-	-	-		
타조엔터테인먼트	연결	당기순이익(억원)	18 	13 	11 					
타조엔터테인먼트	연결	  전년동기대비(%)		-29 	-13 					
타조엔터테인먼트	연결	  컨센서스대비(%)				-	-	-		
탈로스	연결	매출액(억원)	129 	101 	124 					
탈로스	연결	  전년동기대비(%)	50 	-21 	23 					
탈로스	연결	  컨센서스대비(%)				-	-	-		
탈로스	연결	영업이익(억원)	23 	-4 	7 					
탈로스	연결	  전년동기대비(%)	259 	적전	흑전					
탈로스	연결	  컨센서스대비(%)				-	-	-		
탈로스	연결	당기순이익(억원)	9 	-3 	7 					
탈로스	연결	  전년동기대비(%)	흑전	적전	흑전					
탈로스	연결	  컨센서스대비(%)				-	-	-		
탑런토탈솔루션	연결	매출액(억원)	"4,825 "	"5,139 "	"5,197 "	"5,463 "				
탑런토탈솔루션	연결	  전년동기대비(%)	25 	7 	1 	5 				
탑런토탈솔루션	연결	  컨센서스대비(%)				-	-	-		
탑런토탈솔루션	연결	영업이익(억원)	166 	297 	260 	240 				
탑런토탈솔루션	연결	  전년동기대비(%)	48 	78 	-12 	-8 				
탑런토탈솔루션	연결	  컨센서스대비(%)				-	-	-		
탑런토탈솔루션	연결	당기순이익(억원)	55 	227 	199 	200 				
탑런토탈솔루션	연결	  전년동기대비(%)	-5 	309 	-12 	1 				
탑런토탈솔루션	연결	  컨센서스대비(%)				-	-	-		
탑머티리얼	연결	매출액(억원)	630 	"1,222 "	"1,061 "					
탑머티리얼	연결	  전년동기대비(%)	98 	94 	-13 					
탑머티리얼	연결	  컨센서스대비(%)				-	-	-		
탑머티리얼	연결	영업이익(억원)	118 	138 	-72 					
탑머티리얼	연결	  전년동기대비(%)	144 	17 	적전					
탑머티리얼	연결	  컨센서스대비(%)				-	-	-		
탑머티리얼	연결	당기순이익(억원)	106 	176 	-82 					
탑머티리얼	연결	  전년동기대비(%)	146 	66 	적전					
탑머티리얼	연결	  컨센서스대비(%)				-	-	-		
탑선	연결	매출액(억원)	"1,164 "	895 	"1,100 "					
탑선	연결	  전년동기대비(%)	-18 	-23 	23 					
탑선	연결	  컨센서스대비(%)				-	-	-		
탑선	연결	영업이익(억원)	227 	14 	50 					
탑선	연결	  전년동기대비(%)	22 	-94 	249 					
탑선	연결	  컨센서스대비(%)				-	-	-		
탑선	연결	당기순이익(억원)	63 	-101 	73 					
탑선	연결	  전년동기대비(%)	-35 	적전	흑전					
탑선	연결	  컨센서스대비(%)				-	-	-		
탑엔지니어링	연결	매출액(억원)	"9,364 "	"9,594 "	"8,154 "					
탑엔지니어링	연결	  전년동기대비(%)	-14 	2 	-15 					
탑엔지니어링	연결	  컨센서스대비(%)				-	-	-		
탑엔지니어링	연결	영업이익(억원)	-285 	219 	-75 					
탑엔지니어링	연결	  전년동기대비(%)	적지	흑전	적전					
탑엔지니어링	연결	  컨센서스대비(%)				-	-	-		
탑엔지니어링	연결	당기순이익(억원)	-430 	221 	32 					
탑엔지니어링	연결	  전년동기대비(%)	적지	흑전	-86 					
탑엔지니어링	연결	  컨센서스대비(%)				-	-	-		
탑코미디어	연결	매출액(억원)	117 	192 	233 					
탑코미디어	연결	  전년동기대비(%)	-47 	64 	22 					
탑코미디어	연결	  컨센서스대비(%)		-10 		-	-	-		
탑코미디어	연결	영업이익(억원)	14 	-27 	-37 					
탑코미디어	연결	  전년동기대비(%)	흑전	적전	적지					
탑코미디어	연결	  컨센서스대비(%)		적지		-	-	-		
탑코미디어	연결	당기순이익(억원)	-30 	-119 	-47 					
탑코미디어	연결	  전년동기대비(%)	적지	적지	적지					
탑코미디어	연결	  컨센서스대비(%)				-	-	-		
태경비케이	연결	매출액(억원)	"3,451 "	"2,942 "	"3,086 "					
태경비케이	연결	  전년동기대비(%)	77 	-15 	5 					
태경비케이	연결	  컨센서스대비(%)				-	-	-		
태경비케이	연결	영업이익(억원)	319 	401 	422 					
태경비케이	연결	  전년동기대비(%)	63 	25 	5 					
태경비케이	연결	  컨센서스대비(%)				-	-	-		
태경비케이	연결	당기순이익(억원)	288 	343 	348 					
태경비케이	연결	  전년동기대비(%)	86 	19 	2 					
